,"uz_station","location","station","stnd_title","logger_type","logger_title","uz_record_interval_type","uz_record_interval","record_interval_type","record_interval","uz_table_name","table_name"
1,"5_minute_Vasi_Science_Centre_AWS_data__1","mcp","vasi_science_aws","mcp_vasi_science_aws","cambell","vasi_sci_aws","continuous","5_mins","continuous","5_mins","raw","raw_5_mins"
