"Plot Title: Mseleni TC "
"#","Date Time, GMT+02:00","Rainfall, mm (LGR S/N: 20112167, SEN S/N: 20112167)","Host Connected (LGR S/N: 20112167)","Coupler Detached (LGR S/N: 20112167)","Coupler Attached (LGR S/N: 20112167)","End Of File (LGR S/N: 20112167)"
597,12/27/2021 15:06:32,149.352,,,,
598,12/27/2021 15:06:50,149.606,,,,
599,12/27/2021 15:07:09,149.860,,,,
600,12/27/2021 15:07:59,150.114,,,,
601,12/27/2021 15:09:04,150.368,,,,
602,12/27/2021 15:10:15,150.622,,,,
603,12/27/2021 15:12:39,150.876,,,,
604,12/27/2021 15:17:45,151.130,,,,
605,12/27/2021 15:18:55,151.384,,,,
606,12/27/2021 15:22:56,151.638,,,,
607,12/27/2021 15:29:45,151.892,,,,
608,12/27/2021 15:38:34,152.146,,,,
609,12/27/2021 15:48:52,152.400,,,,
610,12/27/2021 15:50:50,152.654,,,,
611,12/27/2021 15:51:38,152.908,,,,
612,12/27/2021 15:52:10,153.162,,,,
613,12/27/2021 15:52:30,153.416,,,,
614,12/27/2021 15:52:53,153.670,,,,
615,12/27/2021 15:53:10,153.924,,,,
616,12/27/2021 15:53:29,154.178,,,,
617,12/27/2021 15:53:44,154.432,,,,
618,12/27/2021 15:54:14,154.686,,,,
619,12/27/2021 15:54:33,154.940,,,,
620,12/27/2021 15:55:07,155.194,,,,
621,12/27/2021 15:55:59,155.448,,,,
622,12/27/2021 15:56:54,155.702,,,,
623,12/27/2021 15:57:33,155.956,,,,
624,12/27/2021 15:58:25,156.210,,,,
625,12/27/2021 15:59:00,156.464,,,,
626,12/27/2021 16:00:06,156.718,,,,
627,12/27/2021 16:01:52,156.972,,,,
628,12/27/2021 16:03:27,157.226,,,,
629,12/27/2021 16:04:20,157.480,,,,
630,12/27/2021 16:05:18,157.734,,,,
631,12/27/2021 16:05:58,157.988,,,,
632,12/27/2021 16:06:46,158.242,,,,
633,12/27/2021 16:07:19,158.496,,,,
634,12/27/2021 16:07:56,158.750,,,,
635,12/27/2021 16:08:27,159.004,,,,
636,12/27/2021 16:09:11,159.258,,,,
637,12/27/2021 16:10:02,159.512,,,,
638,12/27/2021 16:11:30,159.766,,,,
639,12/27/2021 16:13:13,160.020,,,,
640,12/27/2021 16:15:32,160.274,,,,
641,12/27/2021 16:19:49,160.528,,,,
642,12/27/2021 16:27:34,160.782,,,,
643,12/27/2021 16:31:02,161.036,,,,
644,12/27/2021 17:34:07,161.290,,,,
645,12/27/2021 17:38:20,161.544,,,,
646,12/27/2021 18:07:03,161.798,,,,
647,12/27/2021 18:43:30,162.052,,,,
648,12/27/2021 18:44:01,162.306,,,,
649,12/27/2021 18:44:38,162.560,,,,
650,12/27/2021 18:45:32,162.814,,,,
651,12/27/2021 18:46:50,163.068,,,,
652,12/27/2021 18:47:30,163.322,,,,
653,12/27/2021 18:48:01,163.576,,,,
654,12/27/2021 18:48:13,163.830,,,,
655,12/27/2021 18:48:24,164.084,,,,
656,12/27/2021 18:48:45,164.338,,,,
657,12/27/2021 18:49:06,164.592,,,,
658,12/27/2021 18:49:29,164.846,,,,
659,12/27/2021 18:49:51,165.100,,,,
660,12/27/2021 18:50:15,165.354,,,,
661,12/27/2021 18:50:35,165.608,,,,
662,12/27/2021 18:50:59,165.862,,,,
663,12/27/2021 18:51:29,166.116,,,,
664,12/27/2021 18:51:52,166.370,,,,
665,12/27/2021 18:52:18,166.624,,,,
666,12/27/2021 18:52:48,166.878,,,,
667,12/27/2021 18:53:08,167.132,,,,
668,12/27/2021 18:53:40,167.386,,,,
669,12/27/2021 18:54:07,167.640,,,,
670,12/27/2021 18:54:35,167.894,,,,
671,12/27/2021 18:55:17,168.148,,,,
672,12/27/2021 18:56:17,168.402,,,,
673,12/27/2021 18:56:52,168.656,,,,
674,12/27/2021 18:57:39,168.910,,,,
675,12/27/2021 18:58:13,169.164,,,,
676,12/27/2021 18:58:45,169.418,,,,
677,12/27/2021 18:59:09,169.672,,,,
678,12/27/2021 18:59:47,169.926,,,,
679,12/27/2021 19:00:06,170.180,,,,
680,12/27/2021 19:00:33,170.434,,,,
681,12/27/2021 19:01:00,170.688,,,,
682,12/27/2021 19:01:36,170.942,,,,
683,12/27/2021 19:02:14,171.196,,,,
684,12/27/2021 19:03:12,171.450,,,,
685,12/27/2021 19:03:46,171.704,,,,
686,12/27/2021 19:04:31,171.958,,,,
687,12/27/2021 19:05:07,172.212,,,,
688,12/27/2021 19:05:50,172.466,,,,
689,12/27/2021 19:06:30,172.720,,,,
690,12/27/2021 19:07:28,172.974,,,,
691,12/27/2021 19:08:43,173.228,,,,
692,12/27/2021 19:11:06,173.482,,,,
693,12/27/2021 19:14:05,173.736,,,,
694,12/27/2021 19:34:10,173.990,,,,
695,12/27/2021 21:40:17,174.244,,,,
696,12/30/2021 08:53:07,174.498,,,,
697,12/30/2021 08:54:01,174.752,,,,
698,12/30/2021 08:55:24,175.006,,,,
699,12/30/2021 08:58:23,175.260,,,,
700,12/30/2021 09:08:00,175.514,,,,
701,12/30/2021 09:18:13,175.768,,,,
702,12/30/2021 09:23:24,176.022,,,,
703,12/30/2021 09:37:32,176.276,,,,
704,12/30/2021 09:38:25,176.530,,,,
705,12/30/2021 09:38:55,176.784,,,,
706,12/30/2021 09:39:29,177.038,,,,
707,12/30/2021 09:39:51,177.292,,,,
708,12/30/2021 09:40:14,177.546,,,,
709,12/30/2021 09:40:35,177.800,,,,
710,12/30/2021 09:41:04,178.054,,,,
711,12/30/2021 09:41:54,178.308,,,,
712,12/30/2021 09:45:04,178.562,,,,
713,12/30/2021 09:46:42,178.816,,,,
714,12/30/2021 09:49:09,179.070,,,,
715,12/30/2021 10:31:24,179.324,,,,
716,12/30/2021 10:45:47,179.578,,,,
717,12/30/2021 10:48:21,179.832,,,,
718,12/30/2021 10:50:10,180.086,,,,
719,12/30/2021 11:25:03,180.340,,,,
720,12/30/2021 11:25:38,180.594,,,,
721,12/30/2021 11:26:11,180.848,,,,
722,12/30/2021 11:27:12,181.102,,,,
723,12/30/2021 11:28:11,181.356,,,,
724,12/30/2021 11:28:46,181.610,,,,
725,12/30/2021 11:29:21,181.864,,,,
726,12/30/2021 11:30:02,182.118,,,,
727,12/30/2021 11:36:26,182.372,,,,
728,12/30/2021 11:45:05,182.626,,,,
729,12/30/2021 11:46:51,182.880,,,,
730,12/30/2021 18:03:12,183.134,,,,
731,12/30/2021 18:06:34,183.388,,,,
732,12/30/2021 18:11:27,183.642,,,,
733,12/30/2021 18:13:54,183.896,,,,
734,12/30/2021 18:15:36,184.150,,,,
735,12/30/2021 18:16:43,184.404,,,,
736,12/30/2021 18:18:00,184.658,,,,
737,12/30/2021 18:19:00,184.912,,,,
738,12/30/2021 18:20:04,185.166,,,,
739,12/30/2021 18:20:43,185.420,,,,
740,12/30/2021 18:21:21,185.674,,,,
741,12/30/2021 18:21:44,185.928,,,,
742,12/30/2021 18:22:11,186.182,,,,
743,12/30/2021 18:22:33,186.436,,,,
744,12/30/2021 18:22:57,186.690,,,,
745,12/30/2021 18:23:17,186.944,,,,
746,12/30/2021 18:23:41,187.198,,,,
747,12/30/2021 18:24:03,187.452,,,,
748,12/30/2021 18:24:33,187.706,,,,
749,12/30/2021 18:25:00,187.960,,,,
750,12/30/2021 18:25:35,188.214,,,,
751,12/30/2021 18:26:03,188.468,,,,
752,12/30/2021 18:26:28,188.722,,,,
753,12/30/2021 18:26:52,188.976,,,,
754,12/30/2021 18:27:18,189.230,,,,
755,12/30/2021 18:27:35,189.484,,,,
756,12/30/2021 18:27:53,189.738,,,,
757,12/30/2021 18:28:06,189.992,,,,
758,12/30/2021 18:28:23,190.246,,,,
759,12/30/2021 18:28:35,190.500,,,,
760,12/30/2021 18:28:49,190.754,,,,
761,12/30/2021 18:29:02,191.008,,,,
762,12/30/2021 18:29:18,191.262,,,,
763,12/30/2021 18:29:29,191.516,,,,
764,12/30/2021 18:29:40,191.770,,,,
765,12/30/2021 18:29:49,192.024,,,,
766,12/30/2021 18:29:59,192.278,,,,
767,12/30/2021 18:30:06,192.532,,,,
768,12/30/2021 18:30:15,192.786,,,,
769,12/30/2021 18:30:22,193.040,,,,
770,12/30/2021 18:30:33,193.294,,,,
771,12/30/2021 18:30:42,193.548,,,,
772,12/30/2021 18:30:52,193.802,,,,
773,12/30/2021 18:31:01,194.056,,,,
774,12/30/2021 18:31:12,194.310,,,,
775,12/30/2021 18:31:19,194.564,,,,
776,12/30/2021 18:31:27,194.818,,,,
777,12/30/2021 18:31:34,195.072,,,,
778,12/30/2021 18:31:42,195.326,,,,
779,12/30/2021 18:31:49,195.580,,,,
780,12/30/2021 18:31:56,195.834,,,,
781,12/30/2021 18:32:03,196.088,,,,
782,12/30/2021 18:32:09,196.342,,,,
783,12/30/2021 18:32:14,196.596,,,,
784,12/30/2021 18:32:22,196.850,,,,
785,12/30/2021 18:32:27,197.104,,,,
786,12/30/2021 18:32:33,197.358,,,,
787,12/30/2021 18:32:38,197.612,,,,
788,12/30/2021 18:32:46,197.866,,,,
789,12/30/2021 18:32:53,198.120,,,,
790,12/30/2021 18:33:00,198.374,,,,
791,12/30/2021 18:33:05,198.628,,,,
792,12/30/2021 18:33:12,198.882,,,,
793,12/30/2021 18:33:18,199.136,,,,
794,12/30/2021 18:33:24,199.390,,,,
795,12/30/2021 18:33:29,199.644,,,,
796,12/30/2021 18:33:34,199.898,,,,
797,12/30/2021 18:33:39,200.152,,,,
798,12/30/2021 18:33:45,200.406,,,,
799,12/30/2021 18:33:50,200.660,,,,
800,12/30/2021 18:33:57,200.914,,,,
801,12/30/2021 18:34:02,201.168,,,,
802,12/30/2021 18:34:09,201.422,,,,
803,12/30/2021 18:34:14,201.676,,,,
804,12/30/2021 18:34:20,201.930,,,,
805,12/30/2021 18:34:25,202.184,,,,
806,12/30/2021 18:34:31,202.438,,,,
807,12/30/2021 18:34:37,202.692,,,,
808,12/30/2021 18:34:43,202.946,,,,
809,12/30/2021 18:34:50,203.200,,,,
810,12/30/2021 18:34:59,203.454,,,,
811,12/30/2021 18:35:04,203.708,,,,
812,12/30/2021 18:35:10,203.962,,,,
813,12/30/2021 18:35:17,204.216,,,,
814,12/30/2021 18:35:25,204.470,,,,
815,12/30/2021 18:35:30,204.724,,,,
816,12/30/2021 18:35:37,204.978,,,,
817,12/30/2021 18:35:43,205.232,,,,
818,12/30/2021 18:35:51,205.486,,,,
819,12/30/2021 18:35:57,205.740,,,,
820,12/30/2021 18:36:05,205.994,,,,
821,12/30/2021 18:36:11,206.248,,,,
822,12/30/2021 18:36:17,206.502,,,,
823,12/30/2021 18:36:22,206.756,,,,
824,12/30/2021 18:36:29,207.010,,,,
825,12/30/2021 18:36:33,207.264,,,,
826,12/30/2021 18:36:40,207.518,,,,
827,12/30/2021 18:36:46,207.772,,,,
828,12/30/2021 18:36:51,208.026,,,,
829,12/30/2021 18:36:55,208.280,,,,
830,12/30/2021 18:37:03,208.534,,,,
831,12/30/2021 18:37:07,208.788,,,,
832,12/30/2021 18:37:12,209.042,,,,
833,12/30/2021 18:37:17,209.296,,,,
834,12/30/2021 18:37:23,209.550,,,,
835,12/30/2021 18:37:28,209.804,,,,
836,12/30/2021 18:37:34,210.058,,,,
837,12/30/2021 18:37:38,210.312,,,,
838,12/30/2021 18:37:45,210.566,,,,
839,12/30/2021 18:37:50,210.820,,,,
840,12/30/2021 18:37:55,211.074,,,,
841,12/30/2021 18:38:00,211.328,,,,
842,12/30/2021 18:38:06,211.582,,,,
843,12/30/2021 18:38:11,211.836,,,,
844,12/30/2021 18:38:17,212.090,,,,
845,12/30/2021 18:38:23,212.344,,,,
846,12/30/2021 18:38:29,212.598,,,,
847,12/30/2021 18:38:34,212.852,,,,
848,12/30/2021 18:38:41,213.106,,,,
849,12/30/2021 18:38:47,213.360,,,,
850,12/30/2021 18:38:54,213.614,,,,
851,12/30/2021 18:38:59,213.868,,,,
852,12/30/2021 18:39:05,214.122,,,,
853,12/30/2021 18:39:10,214.376,,,,
854,12/30/2021 18:39:17,214.630,,,,
855,12/30/2021 18:39:22,214.884,,,,
856,12/30/2021 18:39:30,215.138,,,,
857,12/30/2021 18:39:36,215.392,,,,
858,12/30/2021 18:39:44,215.646,,,,
859,12/30/2021 18:39:49,215.900,,,,
860,12/30/2021 18:39:59,216.154,,,,
861,12/30/2021 18:40:08,216.408,,,,
862,12/30/2021 18:40:18,216.662,,,,
863,12/30/2021 18:40:24,216.916,,,,
864,12/30/2021 18:40:31,217.170,,,,
865,12/30/2021 18:40:37,217.424,,,,
866,12/30/2021 18:40:45,217.678,,,,
867,12/30/2021 18:40:52,217.932,,,,
868,12/30/2021 18:41:01,218.186,,,,
869,12/30/2021 18:41:10,218.440,,,,
870,12/30/2021 18:41:20,218.694,,,,
871,12/30/2021 18:41:26,218.948,,,,
872,12/30/2021 18:41:34,219.202,,,,
873,12/30/2021 18:41:42,219.456,,,,
874,12/30/2021 18:41:53,219.710,,,,
875,12/30/2021 18:42:02,219.964,,,,
876,12/30/2021 18:42:12,220.218,,,,
877,12/30/2021 18:42:23,220.472,,,,
878,12/30/2021 18:42:34,220.726,,,,
879,12/30/2021 18:42:43,220.980,,,,
880,12/30/2021 18:42:52,221.234,,,,
881,12/30/2021 18:43:02,221.488,,,,
882,12/30/2021 18:43:12,221.742,,,,
883,12/30/2021 18:43:23,221.996,,,,
884,12/30/2021 18:43:36,222.250,,,,
885,12/30/2021 18:43:47,222.504,,,,
886,12/30/2021 18:43:58,222.758,,,,
887,12/30/2021 18:44:08,223.012,,,,
888,12/30/2021 18:44:16,223.266,,,,
889,12/30/2021 18:44:23,223.520,,,,
890,12/30/2021 18:44:32,223.774,,,,
891,12/30/2021 18:44:39,224.028,,,,
892,12/30/2021 18:44:51,224.282,,,,
893,12/30/2021 18:45:02,224.536,,,,
894,12/30/2021 18:45:17,224.790,,,,
895,12/30/2021 18:45:32,225.044,,,,
896,12/30/2021 18:45:51,225.298,,,,
897,12/30/2021 18:46:05,225.552,,,,
898,12/30/2021 18:46:24,225.806,,,,
899,12/30/2021 18:46:41,226.060,,,,
900,12/30/2021 18:47:04,226.314,,,,
901,12/30/2021 18:47:24,226.568,,,,
902,12/30/2021 18:47:53,226.822,,,,
903,12/30/2021 18:48:22,227.076,,,,
904,12/30/2021 18:48:55,227.330,,,,
905,12/30/2021 18:49:25,227.584,,,,
906,12/30/2021 18:50:06,227.838,,,,
907,12/30/2021 18:50:43,228.092,,,,
908,12/30/2021 18:51:30,228.346,,,,
909,12/30/2021 18:52:34,228.600,,,,
910,12/30/2021 18:54:00,228.854,,,,
911,12/30/2021 18:55:19,229.108,,,,
912,12/30/2021 18:56:24,229.362,,,,
913,12/30/2021 18:57:24,229.616,,,,
914,12/30/2021 18:59:11,229.870,,,,
915,12/30/2021 19:00:20,230.124,,,,
916,12/30/2021 19:01:14,230.378,,,,
917,12/30/2021 19:01:55,230.632,,,,
918,12/30/2021 19:02:44,230.886,,,,
919,12/30/2021 19:03:26,231.140,,,,
920,12/30/2021 19:04:20,231.394,,,,
921,12/30/2021 19:04:58,231.648,,,,
922,12/30/2021 19:05:33,231.902,,,,
923,12/30/2021 19:05:56,232.156,,,,
924,12/30/2021 19:06:24,232.410,,,,
925,12/30/2021 19:06:47,232.664,,,,
926,12/30/2021 19:07:18,232.918,,,,
927,12/30/2021 19:07:51,233.172,,,,
928,12/30/2021 19:08:42,233.426,,,,
929,12/30/2021 19:09:35,233.680,,,,
930,12/30/2021 19:10:12,233.934,,,,
931,12/30/2021 19:10:46,234.188,,,,
932,12/30/2021 19:11:40,234.442,,,,
933,12/30/2021 19:12:37,234.696,,,,
934,12/30/2021 19:14:05,234.950,,,,
935,12/30/2021 19:15:35,235.204,,,,
936,12/30/2021 19:19:46,235.458,,,,
937,12/30/2021 19:34:54,235.712,,,,
938,12/30/2021 19:48:24,235.966,,,,
939,12/30/2021 20:19:59,236.220,,,,
940,12/31/2021 01:54:02,236.474,,,,
941,12/31/2021 10:36:49,236.728,,,,
942,12/31/2021 10:38:15,236.982,,,,
943,12/31/2021 10:39:25,237.236,,,,
944,12/31/2021 10:40:44,237.490,,,,
945,12/31/2021 10:42:36,237.744,,,,
946,12/31/2021 12:56:16,237.998,,,,
947,01/02/2022 06:22:31,238.252,,,,
948,01/02/2022 06:23:56,238.506,,,,
949,01/02/2022 06:25:17,238.760,,,,
950,01/02/2022 06:27:18,239.014,,,,
951,01/02/2022 06:28:14,239.268,,,,
952,01/02/2022 06:29:40,239.522,,,,
953,01/02/2022 06:30:59,239.776,,,,
954,01/02/2022 06:31:35,240.030,,,,
955,01/02/2022 06:31:50,240.284,,,,
956,01/02/2022 06:32:07,240.538,,,,
957,01/02/2022 06:32:28,240.792,,,,
958,01/02/2022 06:33:04,241.046,,,,
959,01/02/2022 06:33:33,241.300,,,,
960,01/02/2022 06:34:09,241.554,,,,
961,01/02/2022 06:34:54,241.808,,,,
962,01/02/2022 06:35:46,242.062,,,,
963,01/02/2022 06:36:34,242.316,,,,
964,01/02/2022 06:38:10,242.570,,,,
965,01/02/2022 06:39:20,242.824,,,,
966,01/02/2022 06:40:42,243.078,,,,
967,01/02/2022 06:42:22,243.332,,,,
968,01/02/2022 06:44:05,243.586,,,,
969,01/02/2022 06:46:52,243.840,,,,
970,01/02/2022 06:53:00,244.094,,,,
971,01/02/2022 06:57:05,244.348,,,,
972,01/02/2022 07:01:24,244.602,,,,
973,01/02/2022 07:08:16,244.856,,,,
974,01/02/2022 08:42:01,245.110,,,,
975,01/04/2022 07:44:14,245.364,,,,
976,01/04/2022 07:53:42,245.618,,,,
977,01/04/2022 07:59:29,245.872,,,,
978,01/04/2022 08:08:03,246.126,,,,
979,01/04/2022 08:39:41,246.380,,,,
980,01/04/2022 08:59:03,246.634,,,,
981,01/04/2022 09:12:11,246.888,,,,
982,01/04/2022 09:44:17,247.142,,,,
983,01/04/2022 09:51:38,247.396,,,,
984,01/04/2022 09:58:57,247.650,,,,
985,01/04/2022 10:02:24,247.904,,,,
986,01/04/2022 10:06:21,248.158,,,,
987,01/04/2022 10:15:33,248.412,,,,
988,01/04/2022 10:28:49,248.666,,,,
989,01/04/2022 10:35:22,248.920,,,,
990,01/04/2022 10:38:40,249.174,,,,
991,01/04/2022 10:43:40,249.428,,,,
992,01/06/2022 06:22:57,249.682,,,,
993,01/06/2022 06:30:16,249.936,,,,
994,01/12/2022 05:22:08,250.190,,,,
995,01/12/2022 05:22:43,250.444,,,,
996,01/12/2022 05:23:09,250.698,,,,
997,01/12/2022 05:23:34,250.952,,,,
998,01/12/2022 05:23:58,251.206,,,,
999,01/12/2022 05:24:17,251.460,,,,
1000,01/12/2022 05:24:37,251.714,,,,
1001,01/12/2022 05:24:49,251.968,,,,
1002,01/12/2022 05:25:02,252.222,,,,
1003,01/12/2022 05:25:15,252.476,,,,
1004,01/12/2022 05:25:27,252.730,,,,
1005,01/12/2022 05:25:36,252.984,,,,
1006,01/12/2022 05:25:46,253.238,,,,
1007,01/12/2022 05:25:56,253.492,,,,
1008,01/12/2022 05:26:09,253.746,,,,
1009,01/12/2022 05:26:21,254.000,,,,
1010,01/12/2022 05:26:35,254.254,,,,
1011,01/12/2022 05:26:45,254.508,,,,
1012,01/12/2022 05:26:58,254.762,,,,
1013,01/12/2022 05:27:09,255.016,,,,
1014,01/12/2022 05:27:21,255.270,,,,
1015,01/12/2022 05:27:33,255.524,,,,
1016,01/12/2022 05:27:49,255.778,,,,
1017,01/12/2022 05:28:09,256.032,,,,
1018,01/12/2022 05:28:33,256.286,,,,
1019,01/12/2022 05:28:56,256.540,,,,
1020,01/12/2022 05:29:19,256.794,,,,
1021,01/12/2022 05:29:37,257.048,,,,
1022,01/12/2022 05:29:57,257.302,,,,
1023,01/12/2022 05:30:13,257.556,,,,
1024,01/12/2022 05:30:32,257.810,,,,
1025,01/12/2022 05:30:45,258.064,,,,
1026,01/12/2022 05:31:09,258.318,,,,
1027,01/12/2022 05:31:26,258.572,,,,
1028,01/12/2022 05:31:45,258.826,,,,
1029,01/12/2022 05:32:07,259.080,,,,
1030,01/12/2022 05:32:40,259.334,,,,
1031,01/12/2022 05:33:07,259.588,,,,
1032,01/12/2022 05:34:03,259.842,,,,
1033,01/12/2022 05:34:49,260.096,,,,
1034,01/12/2022 05:36:24,260.350,,,,
1035,01/12/2022 05:54:21,260.604,,,,
1036,01/12/2022 06:01:32,260.858,,,,
1037,01/12/2022 06:39:07,261.112,,,,
1038,01/12/2022 06:40:32,261.366,,,,
1039,01/12/2022 06:41:24,261.620,,,,
1040,01/12/2022 06:43:08,261.874,,,,
1041,01/12/2022 06:51:10,262.128,,,,
1042,01/12/2022 06:55:36,262.382,,,,
1043,01/12/2022 06:56:29,262.636,,,,
1044,01/12/2022 06:57:33,262.890,,,,
1045,01/12/2022 06:58:02,263.144,,,,
1046,01/12/2022 06:58:37,263.398,,,,
1047,01/12/2022 06:59:26,263.652,,,,
1048,01/12/2022 07:05:40,263.906,,,,
1049,01/12/2022 08:00:07,264.160,,,,
1050,01/12/2022 08:04:14,264.414,,,,
1051,01/12/2022 08:08:05,264.668,,,,
1052,01/12/2022 08:10:05,264.922,,,,
1053,01/12/2022 08:13:15,265.176,,,,
1054,01/12/2022 08:16:42,265.430,,,,
1055,01/12/2022 08:20:58,265.684,,,,
1056,01/12/2022 08:30:15,265.938,,,,
1057,01/12/2022 08:40:05,266.192,,,,
1058,01/12/2022 08:52:23,266.446,,,,
1059,01/12/2022 09:05:14,266.700,,,,
1060,01/12/2022 15:36:53,266.954,,,,
1061,01/12/2022 15:37:45,267.208,,,,
1062,01/12/2022 15:38:20,267.462,,,,
1063,01/12/2022 15:39:29,267.716,,,,
1064,01/13/2022 11:04:13,267.970,,,,
1065,01/13/2022 11:06:14,268.224,,,,
1066,01/13/2022 11:07:14,268.478,,,,
1067,01/13/2022 11:07:45,268.732,,,,
1068,01/13/2022 11:08:20,268.986,,,,
1069,01/13/2022 11:08:50,269.240,,,,
1070,01/13/2022 11:09:40,269.494,,,,
1071,01/13/2022 11:10:37,269.748,,,,
1072,01/13/2022 11:13:37,270.002,,,,
1073,01/13/2022 14:01:45,,,,Logged,
1074,01/13/2022 14:01:51,,Logged,,,
1075,01/13/2022 14:02:28,,,Logged,,
1076,01/13/2022 14:02:30,270.256,,,,
1077,01/15/2022 02:44:29,270.510,,,,
1078,01/15/2022 08:23:43,270.764,,,,
1079,01/15/2022 08:24:40,271.018,,,,
1080,01/15/2022 08:26:05,271.272,,,,
1081,01/15/2022 08:33:57,271.526,,,,
1082,01/15/2022 08:35:11,271.780,,,,
1083,01/17/2022 02:22:34,272.034,,,,
1084,01/17/2022 05:55:07,272.288,,,,
1085,01/17/2022 06:41:14,272.542,,,,
1086,01/17/2022 06:42:49,272.796,,,,
1087,01/17/2022 06:45:20,273.050,,,,
1088,01/17/2022 06:46:41,273.304,,,,
1089,01/17/2022 06:49:10,273.558,,,,
1090,01/17/2022 06:53:07,273.812,,,,
1091,01/17/2022 06:57:45,274.066,,,,
1092,01/17/2022 07:01:34,274.320,,,,
1093,01/17/2022 07:17:00,274.574,,,,
1094,01/19/2022 20:14:39,274.828,,,,
1095,01/19/2022 20:17:07,275.082,,,,
1096,01/19/2022 20:17:50,275.336,,,,
1097,01/19/2022 20:18:37,275.590,,,,
1098,01/19/2022 20:19:24,275.844,,,,
1099,01/19/2022 20:21:09,276.098,,,,
1100,01/19/2022 20:56:23,276.352,,,,
1101,01/19/2022 21:01:54,276.606,,,,
1102,01/22/2022 00:31:36,276.860,,,,
1103,01/22/2022 00:36:44,277.114,,,,
1104,01/22/2022 00:37:53,277.368,,,,
1105,01/22/2022 00:39:49,277.622,,,,
1106,01/22/2022 00:50:38,277.876,,,,
1107,01/22/2022 00:54:29,278.130,,,,
1108,01/22/2022 00:55:55,278.384,,,,
1109,01/22/2022 01:12:33,278.638,,,,
1110,01/22/2022 01:15:36,278.892,,,,
1111,01/22/2022 01:19:43,279.146,,,,
1112,01/22/2022 01:20:35,279.400,,,,
1113,01/22/2022 01:20:54,279.654,,,,
1114,01/22/2022 01:21:12,279.908,,,,
1115,01/22/2022 01:22:32,280.162,,,,
1116,01/22/2022 01:31:28,280.416,,,,
1117,01/22/2022 02:25:36,280.670,,,,
1118,01/22/2022 03:08:13,280.924,,,,
1119,01/22/2022 03:22:14,281.178,,,,
1120,01/22/2022 03:28:03,281.432,,,,
1121,01/22/2022 03:33:02,281.686,,,,
1122,01/22/2022 04:47:26,281.940,,,,
1123,01/22/2022 05:18:53,282.194,,,,
1124,01/22/2022 05:19:33,282.448,,,,
1125,01/22/2022 05:20:37,282.702,,,,
1126,01/22/2022 05:21:17,282.956,,,,
1127,01/22/2022 05:24:06,283.210,,,,
1128,01/23/2022 01:07:36,283.464,,,,
1129,01/23/2022 01:08:35,283.718,,,,
1130,01/27/2022 12:39:50,283.972,,,,
1131,01/28/2022 19:29:56,284.226,,,,
1132,01/28/2022 19:31:25,284.480,,,,
1133,01/28/2022 19:32:27,284.734,,,,
1134,01/28/2022 19:33:11,284.988,,,,
1135,01/28/2022 19:33:50,285.242,,,,
1136,01/28/2022 19:34:02,285.496,,,,
1137,01/28/2022 19:34:21,285.750,,,,
1138,01/28/2022 19:34:35,286.004,,,,
1139,01/28/2022 19:34:52,286.258,,,,
1140,01/28/2022 19:35:07,286.512,,,,
1141,01/28/2022 19:35:22,286.766,,,,
1142,01/28/2022 19:35:42,287.020,,,,
1143,01/28/2022 19:35:58,287.274,,,,
1144,01/28/2022 19:36:11,287.528,,,,
1145,01/28/2022 19:36:35,287.782,,,,
1146,01/28/2022 19:37:16,288.036,,,,
1147,01/28/2022 19:38:34,288.290,,,,
1148,01/28/2022 19:40:34,288.544,,,,
1149,01/28/2022 19:43:12,288.798,,,,
1150,01/28/2022 19:44:55,289.052,,,,
1151,01/28/2022 19:46:51,289.306,,,,
1152,01/28/2022 19:48:56,289.560,,,,
1153,01/28/2022 19:55:38,289.814,,,,
1154,01/28/2022 19:59:40,290.068,,,,
1155,01/28/2022 20:06:51,290.322,,,,
1156,01/28/2022 20:10:36,290.576,,,,
1157,01/28/2022 20:12:58,290.830,,,,
1158,01/28/2022 20:15:33,291.084,,,,
1159,01/28/2022 20:20:25,291.338,,,,
1160,01/28/2022 20:27:44,291.592,,,,
1161,01/28/2022 20:41:37,291.846,,,,
1162,01/28/2022 20:52:18,292.100,,,,
1163,01/28/2022 21:00:46,292.354,,,,
1164,01/28/2022 21:03:23,292.608,,,,
1165,01/28/2022 21:05:33,292.862,,,,
1166,01/28/2022 21:07:57,293.116,,,,
1167,01/28/2022 21:10:28,293.370,,,,
1168,01/28/2022 21:13:04,293.624,,,,
1169,01/28/2022 21:17:38,293.878,,,,
1170,01/28/2022 21:19:51,294.132,,,,
1171,01/28/2022 21:21:39,294.386,,,,
1172,01/28/2022 21:23:24,294.640,,,,
1173,01/28/2022 21:25:11,294.894,,,,
1174,01/28/2022 21:26:53,295.148,,,,
1175,01/28/2022 21:29:59,295.402,,,,
1176,01/28/2022 21:33:05,295.656,,,,
1177,01/28/2022 21:35:44,295.910,,,,
1178,01/28/2022 21:37:41,296.164,,,,
1179,01/28/2022 21:39:53,296.418,,,,
1180,01/28/2022 21:42:04,296.672,,,,
1181,01/28/2022 21:46:26,296.926,,,,
1182,01/28/2022 21:48:54,297.180,,,,
1183,01/28/2022 21:51:41,297.434,,,,
1184,01/28/2022 21:54:20,297.688,,,,
1185,01/28/2022 21:57:23,297.942,,,,
1186,01/28/2022 21:59:37,298.196,,,,
1187,01/28/2022 22:01:44,298.450,,,,
1188,01/28/2022 22:03:42,298.704,,,,
1189,01/28/2022 22:06:03,298.958,,,,
1190,01/28/2022 22:07:58,299.212,,,,
