flag_tot,flag1.1,flag1.21,flag1.22,flag1.4,flag1.5,flag2.1,flag2.2,flag2.4,flag2.5,flag2.7,flag2.8,flag4.1,flag4.2,flag4.3,flag4.4,flag4.5,flag4.6,flag4.7,flag5.1,flag5.2,flag6.2
10328,0,0,4,1545,2,0,6,0,4,169,23,0,0,4981,11813,3617,0,0,0,0,0
