date_time,batt_min,humid_rel,humid_rel_max,humid_rel_min,lat,long,moisture_soil_s1_avg,pressure_atm,rad_solar_avg,rad_solar_max,rad_solar_sd,rad_uv_avg,rad_uv_max,rad_uv_sd,rad_uv_tot,rain_tot,temp_air_avg,temp_air_max,temp_air_min,temp_ground_avg,temp_ground_min,wind_dir,wind_dir_sd,wind_speed,wind_speed_max
"2018-01-01",12.32,80.9069763136053,100,36.66,-27.164693,32.713983,0.0482592024539877,100.806854033742,246.662213113707,1624,322.641509433962,12.2433206282321,70.67,15.6292075471698,55.423,156.212,23.7479218540509,36.2,11.17,24.4136251037477,11.49,35.1383190859146,23.196991253272,1.72586369150227,9.35
"2019-01-01",12.63,83.0227163242009,100,9.64,-27.164693,32.713983,0.0468582191780822,101.044581208904,198.391707391553,1642,272.635205479452,9.52669266552511,75.45,12.8373205479452,300.226,751.588,22.4210770167428,42.89,6.662,22.9258169901065,4.665,32.0267743471772,23.1390473363775,1.29113162100457,9.8
"2020-01-01",12.64,82.960364903649,100,20.47,-27.164693,32.713983,0.0499679576132206,101.080731373786,208.620185069543,1604,283.728151515152,10.074901735684,73.72,13.4505484848485,285.427,819.152,22.2626646481849,41.8,7.106,23.0810868577917,6.262,28.9829603843024,23.4628091798867,1.20943271201943,10.55
"2021-01-01",11.48,83.5996548706241,100,15.08,-27.164693,32.713983,0.0526444063926941,101.059299785388,195.5038866914,1727,274.093068493151,9.45532423896499,77.17,12.9412438356164,299.281,943.874,21.7505093226788,39.77,5.906,22.5761001331811,5.982,35.9157825128287,22.9796864630898,1.14874088660578,9.65
"2022-01-01",12.48,85.389810024829,100,17.79,-27.164693,32.713983,0.0574429223744292,101.11059809589,199.606243676215,1690,276.019369863014,9.78186625633805,77.47,13.2043506849315,306.845,1377.698,22.061284791522,38.51,3.422,23.1390143171073,6.103,36.5610231220382,14.0844156622495,0.947242382442755,8.9
"2023-01-01",10.46,84.8807429886982,100,18.74,-27.164693,32.713983,0.0482451193058568,101.049721690832,197.728485939343,1611,272.611424657534,9.81737688838997,78.5,13.2385452054795,307.594,1097.03,22.2010419631645,39.77,7.076,23.1727222306785,8.16,101.966385847098,21.192708179535,1.18835307660109,9.28
"2024-01-01",12.65,83.6486435108897,100,3.568,-27.164693,32.713983,0.0499810601548541,101.147577017272,200.028705122097,1731,273.381393939394,9.94837162135265,78.92,13.3592151515152,279.111,969.014,22.2750431424714,39,2.896,23.6023819978492,3.617,149.967468249092,20.2553174603175,0.958079609299001,11.3
