"Plot Title: Manz. Office"
"#","Date Time, GMT+02:00","Rainfall, mm (LGR S/N: 20112199, SEN S/N: 20112199)","Coupler Detached (LGR S/N: 20112199)","Coupler Attached (LGR S/N: 20112199)","Host Connected (LGR S/N: 20112199)","End Of File (LGR S/N: 20112199)","Coupler Detached (LGR S/N: 20112167)","Coupler Attached (LGR S/N: 20112167)","Host Connected (LGR S/N: 20112167)","End Of File (LGR S/N: 20112167)"
452,21/04/20 04:57:05 AM,111.760,,,,,,,,
453,21/04/20 04:57:20 AM,112.014,,,,,,,,
454,21/04/20 04:57:44 AM,112.268,,,,,,,,
455,21/04/20 04:58:12 AM,112.522,,,,,,,,
456,21/04/20 04:58:39 AM,112.776,,,,,,,,
457,21/04/20 04:59:04 AM,113.030,,,,,,,,
458,21/04/20 04:59:28 AM,113.284,,,,,,,,
459,21/04/20 04:59:47 AM,113.538,,,,,,,,
460,21/04/20 05:00:37 AM,113.792,,,,,,,,
461,21/04/20 05:00:55 AM,114.046,,,,,,,,
462,21/04/20 05:01:13 AM,114.300,,,,,,,,
463,21/04/20 05:01:35 AM,114.554,,,,,,,,
464,21/04/20 05:01:48 AM,114.808,,,,,,,,
465,21/04/20 05:02:01 AM,115.062,,,,,,,,
466,21/04/20 05:02:12 AM,115.316,,,,,,,,
467,21/04/20 05:02:25 AM,115.570,,,,,,,,
468,21/04/20 05:02:39 AM,115.824,,,,,,,,
469,21/04/20 05:02:54 AM,116.078,,,,,,,,
470,21/04/20 05:03:12 AM,116.332,,,,,,,,
471,21/04/20 05:03:26 AM,116.586,,,,,,,,
472,21/04/20 05:03:41 AM,116.840,,,,,,,,
473,21/04/20 05:03:55 AM,117.094,,,,,,,,
474,21/04/20 05:04:14 AM,117.348,,,,,,,,
475,21/04/20 05:04:29 AM,117.602,,,,,,,,
476,21/04/20 05:04:46 AM,117.856,,,,,,,,
477,21/04/20 05:05:00 AM,118.110,,,,,,,,
478,21/04/20 05:05:18 AM,118.364,,,,,,,,
479,21/04/20 05:05:33 AM,118.618,,,,,,,,
480,21/04/20 05:05:49 AM,118.872,,,,,,,,
481,21/04/20 05:06:07 AM,119.126,,,,,,,,
482,21/04/20 05:06:38 AM,119.380,,,,,,,,
483,21/04/20 05:07:02 AM,119.634,,,,,,,,
484,21/04/20 05:07:21 AM,119.888,,,,,,,,
485,21/04/20 05:07:38 AM,120.142,,,,,,,,
486,21/04/20 05:07:51 AM,120.396,,,,,,,,
487,21/04/20 05:08:02 AM,120.650,,,,,,,,
488,21/04/20 05:08:14 AM,120.904,,,,,,,,
489,21/04/20 05:08:27 AM,121.158,,,,,,,,
490,21/04/20 05:08:45 AM,121.412,,,,,,,,
491,21/04/20 05:09:02 AM,121.666,,,,,,,,
492,21/04/20 05:09:20 AM,121.920,,,,,,,,
493,21/04/20 05:09:34 AM,122.174,,,,,,,,
494,21/04/20 05:09:48 AM,122.428,,,,,,,,
495,21/04/20 05:10:06 AM,122.682,,,,,,,,
496,21/04/20 05:10:23 AM,122.936,,,,,,,,
497,21/04/20 05:10:50 AM,123.190,,,,,,,,
498,21/04/20 05:11:29 AM,123.444,,,,,,,,
499,21/04/20 05:15:18 AM,123.698,,,,,,,,
500,21/04/20 05:22:29 AM,123.952,,,,,,,,
501,21/04/20 05:32:59 AM,124.206,,,,,,,,
502,21/04/20 05:33:14 AM,124.460,,,,,,,,
503,21/04/20 05:33:29 AM,124.714,,,,,,,,
504,21/04/20 05:33:43 AM,124.968,,,,,,,,
505,21/04/20 05:34:10 AM,125.222,,,,,,,,
506,21/04/20 05:34:25 AM,125.476,,,,,,,,
507,21/04/20 05:34:42 AM,125.730,,,,,,,,
508,21/04/20 05:35:00 AM,125.984,,,,,,,,
509,21/04/20 05:35:20 AM,126.238,,,,,,,,
510,21/04/20 05:35:38 AM,126.492,,,,,,,,
511,21/04/20 05:36:00 AM,126.746,,,,,,,,
512,21/04/20 05:36:26 AM,127.000,,,,,,,,
513,21/04/20 05:37:02 AM,127.254,,,,,,,,
514,21/04/20 05:37:47 AM,127.508,,,,,,,,
515,21/04/20 05:38:14 AM,127.762,,,,,,,,
516,21/04/20 05:38:28 AM,128.016,,,,,,,,
517,21/04/20 05:38:50 AM,128.270,,,,,,,,
518,21/04/20 05:39:17 AM,128.524,,,,,,,,
519,21/04/20 05:40:44 AM,128.778,,,,,,,,
520,21/04/20 05:45:51 AM,129.032,,,,,,,,
521,21/04/20 05:46:24 AM,129.286,,,,,,,,
522,21/04/20 05:47:26 AM,129.540,,,,,,,,
523,21/04/20 05:48:27 AM,129.794,,,,,,,,
524,21/04/20 05:48:50 AM,130.048,,,,,,,,
525,21/04/20 05:49:16 AM,130.302,,,,,,,,
526,21/04/20 05:49:49 AM,130.556,,,,,,,,
527,21/04/20 05:50:20 AM,130.810,,,,,,,,
528,21/04/20 05:50:40 AM,131.064,,,,,,,,
529,21/04/20 05:51:00 AM,131.318,,,,,,,,
530,21/04/20 05:51:20 AM,131.572,,,,,,,,
531,21/04/20 05:51:38 AM,131.826,,,,,,,,
532,21/04/20 05:51:55 AM,132.080,,,,,,,,
533,21/04/20 05:52:18 AM,132.334,,,,,,,,
534,21/04/20 05:52:43 AM,132.588,,,,,,,,
535,21/04/20 05:53:28 AM,132.842,,,,,,,,
536,21/04/20 05:54:55 AM,133.096,,,,,,,,
537,21/04/20 05:56:48 AM,133.350,,,,,,,,
538,21/04/20 06:04:34 AM,133.604,,,,,,,,
539,21/04/20 08:17:33 AM,133.858,,,,,,,,
540,21/04/20 08:23:55 AM,134.112,,,,,,,,
541,21/04/20 08:29:42 AM,134.366,,,,,,,,
542,21/04/20 08:31:37 AM,134.620,,,,,,,,
543,21/04/20 08:33:57 AM,134.874,,,,,,,,
544,21/04/20 08:45:58 AM,135.128,,,,,,,,
545,21/04/20 08:49:48 AM,135.382,,,,,,,,
546,21/04/20 09:05:44 AM,135.636,,,,,,,,
547,21/04/22 11:25:29 PM,135.890,,,,,,,,
548,21/04/22 11:26:13 PM,136.144,,,,,,,,
549,21/04/22 11:26:39 PM,136.398,,,,,,,,
550,21/04/22 11:26:58 PM,136.652,,,,,,,,
551,21/04/22 11:27:28 PM,136.906,,,,,,,,
552,21/04/22 11:27:49 PM,137.160,,,,,,,,
553,21/04/22 11:28:08 PM,137.414,,,,,,,,
554,21/04/22 11:28:24 PM,137.668,,,,,,,,
555,21/04/22 11:28:35 PM,137.922,,,,,,,,
556,21/04/22 11:28:47 PM,138.176,,,,,,,,
557,21/04/22 11:29:03 PM,138.430,,,,,,,,
558,21/04/22 11:29:18 PM,138.684,,,,,,,,
559,21/04/22 11:29:33 PM,138.938,,,,,,,,
560,21/04/22 11:29:49 PM,139.192,,,,,,,,
561,21/04/22 11:30:04 PM,139.446,,,,,,,,
562,21/04/22 11:30:18 PM,139.700,,,,,,,,
563,21/04/22 11:30:37 PM,139.954,,,,,,,,
564,21/04/22 11:30:57 PM,140.208,,,,,,,,
565,21/04/22 11:31:14 PM,140.462,,,,,,,,
566,21/04/22 11:31:36 PM,140.716,,,,,,,,
567,21/04/22 11:32:01 PM,140.970,,,,,,,,
568,21/04/22 11:32:31 PM,141.224,,,,,,,,
569,21/04/22 11:33:11 PM,141.478,,,,,,,,
570,21/04/22 11:33:59 PM,141.732,,,,,,,,
571,21/04/22 11:34:59 PM,141.986,,,,,,,,
572,21/04/22 11:35:43 PM,142.240,,,,,,,,
573,21/04/22 11:36:17 PM,142.494,,,,,,,,
574,21/04/22 11:36:48 PM,142.748,,,,,,,,
575,21/04/22 11:37:20 PM,143.002,,,,,,,,
576,21/04/22 11:37:54 PM,143.256,,,,,,,,
577,21/04/22 11:38:47 PM,143.510,,,,,,,,
578,21/04/22 11:39:53 PM,143.764,,,,,,,,
579,21/04/22 11:41:05 PM,144.018,,,,,,,,
580,21/04/22 11:44:56 PM,144.272,,,,,,,,
581,21/04/22 11:49:37 PM,144.526,,,,,,,,
582,21/04/22 11:51:57 PM,144.780,,,,,,,,
583,21/04/22 11:53:57 PM,145.034,,,,,,,,
584,21/04/22 11:55:23 PM,145.288,,,,,,,,
585,21/04/22 11:56:37 PM,145.542,,,,,,,,
586,21/04/23 12:09:52 AM,145.796,,,,,,,,
587,21/04/23 12:15:56 AM,146.050,,,,,,,,
588,21/04/23 12:16:23 AM,146.304,,,,,,,,
589,21/04/23 12:16:49 AM,146.558,,,,,,,,
590,21/04/23 12:17:20 AM,146.812,,,,,,,,
591,21/04/23 12:18:06 AM,147.066,,,,,,,,
592,21/04/23 12:20:58 AM,147.320,,,,,,,,
593,21/04/23 12:54:29 AM,147.574,,,,,,,,
594,21/04/23 01:03:26 AM,147.828,,,,,,,,
595,21/04/23 01:07:02 AM,148.082,,,,,,,,
596,21/04/23 01:10:50 AM,148.336,,,,,,,,
597,21/04/23 01:15:40 AM,148.590,,,,,,,,
598,21/04/23 01:23:10 AM,148.844,,,,,,,,
599,21/04/23 01:30:11 AM,149.098,,,,,,,,
600,21/04/23 01:44:23 AM,149.352,,,,,,,,
601,21/04/30 01:08:17 PM,149.606,,,,,,,,
602,21/04/30 01:09:58 PM,149.860,,,,,,,,
603,21/04/30 01:12:25 PM,150.114,,,,,,,,
604,21/04/30 01:21:48 PM,150.368,,,,,,,,
605,21/04/30 01:39:53 PM,150.622,,,,,,,,
606,21/05/01 02:54:47 AM,150.876,,,,,,,,
607,21/05/01 03:26:38 AM,151.130,,,,,,,,
608,21/05/01 03:42:53 AM,151.384,,,,,,,,
609,21/05/01 03:52:45 AM,151.638,,,,,,,,
610,21/05/01 03:59:08 AM,151.892,,,,,,,,
611,21/05/01 04:04:40 AM,152.146,,,,,,,,
612,21/05/01 04:18:27 AM,152.400,,,,,,,,
613,21/05/01 04:58:19 AM,152.654,,,,,,,,
614,21/05/02 01:04:48 AM,152.908,,,,,,,,
615,21/05/02 02:41:50 AM,153.162,,,,,,,,
616,21/05/02 05:43:44 AM,153.416,,,,,,,,
617,21/05/08 03:29:21 AM,153.670,,,,,,,,
618,21/05/09 02:09:16 AM,153.924,,,,,,,,
619,21/05/09 02:09:39 AM,154.178,,,,,,,,
620,21/05/09 02:10:10 AM,154.432,,,,,,,,
621,21/05/09 02:10:46 AM,154.686,,,,,,,,
622,21/05/09 02:11:20 AM,154.940,,,,,,,,
623,21/05/09 02:11:34 AM,155.194,,,,,,,,
624,21/05/09 02:11:47 AM,155.448,,,,,,,,
625,21/05/09 02:12:01 AM,155.702,,,,,,,,
626,21/05/09 02:12:14 AM,155.956,,,,,,,,
627,21/05/09 02:12:25 AM,156.210,,,,,,,,
628,21/05/09 02:12:34 AM,156.464,,,,,,,,
629,21/05/09 02:12:47 AM,156.718,,,,,,,,
630,21/05/09 02:12:55 AM,156.972,,,,,,,,
631,21/05/09 02:13:03 AM,157.226,,,,,,,,
632,21/05/09 02:13:11 AM,157.480,,,,,,,,
633,21/05/09 02:13:21 AM,157.734,,,,,,,,
634,21/05/09 02:13:29 AM,157.988,,,,,,,,
635,21/05/09 02:13:38 AM,158.242,,,,,,,,
636,21/05/09 02:13:47 AM,158.496,,,,,,,,
637,21/05/09 02:13:57 AM,158.750,,,,,,,,
638,21/05/09 02:14:04 AM,159.004,,,,,,,,
639,21/05/09 02:14:13 AM,159.258,,,,,,,,
640,21/05/09 02:14:22 AM,159.512,,,,,,,,
641,21/05/09 02:14:30 AM,159.766,,,,,,,,
642,21/05/09 02:14:36 AM,160.020,,,,,,,,
643,21/05/09 02:14:44 AM,160.274,,,,,,,,
644,21/05/09 02:14:52 AM,160.528,,,,,,,,
645,21/05/09 02:15:00 AM,160.782,,,,,,,,
646,21/05/09 02:15:08 AM,161.036,,,,,,,,
647,21/05/09 02:15:17 AM,161.290,,,,,,,,
648,21/05/09 02:15:25 AM,161.544,,,,,,,,
649,21/05/09 02:15:34 AM,161.798,,,,,,,,
650,21/05/09 02:15:43 AM,162.052,,,,,,,,
651,21/05/09 02:15:50 AM,162.306,,,,,,,,
652,21/05/09 02:15:58 AM,162.560,,,,,,,,
653,21/05/09 02:16:06 AM,162.814,,,,,,,,
654,21/05/09 02:16:13 AM,163.068,,,,,,,,
655,21/05/09 02:16:20 AM,163.322,,,,,,,,
656,21/05/09 02:16:26 AM,163.576,,,,,,,,
657,21/05/09 02:16:33 AM,163.830,,,,,,,,
658,21/05/09 02:16:40 AM,164.084,,,,,,,,
659,21/05/09 02:16:46 AM,164.338,,,,,,,,
660,21/05/09 02:16:54 AM,164.592,,,,,,,,
661,21/05/09 02:17:01 AM,164.846,,,,,,,,
662,21/05/09 02:17:08 AM,165.100,,,,,,,,
663,21/05/09 02:17:15 AM,165.354,,,,,,,,
664,21/05/09 02:17:23 AM,165.608,,,,,,,,
665,21/05/09 02:17:32 AM,165.862,,,,,,,,
666,21/05/09 02:17:41 AM,166.116,,,,,,,,
667,21/05/09 02:17:51 AM,166.370,,,,,,,,
668,21/05/09 02:18:00 AM,166.624,,,,,,,,
669,21/05/09 02:18:13 AM,166.878,,,,,,,,
670,21/05/09 02:18:24 AM,167.132,,,,,,,,
671,21/05/09 02:18:35 AM,167.386,,,,,,,,
672,21/05/09 02:18:48 AM,167.640,,,,,,,,
673,21/05/09 02:19:05 AM,167.894,,,,,,,,
674,21/05/09 02:19:25 AM,168.148,,,,,,,,
675,21/05/09 02:19:44 AM,168.402,,,,,,,,
676,21/05/09 02:20:07 AM,168.656,,,,,,,,
677,21/05/09 02:20:26 AM,168.910,,,,,,,,
678,21/05/09 02:20:44 AM,169.164,,,,,,,,
679,21/05/09 02:21:00 AM,169.418,,,,,,,,
680,21/05/09 02:21:15 AM,169.672,,,,,,,,
681,21/05/09 02:21:29 AM,169.926,,,,,,,,
682,21/05/09 02:21:41 AM,170.180,,,,,,,,
683,21/05/09 02:21:53 AM,170.434,,,,,,,,
684,21/05/09 02:22:05 AM,170.688,,,,,,,,
685,21/05/09 02:22:15 AM,170.942,,,,,,,,
686,21/05/09 02:22:25 AM,171.196,,,,,,,,
687,21/05/09 02:22:36 AM,171.450,,,,,,,,
688,21/05/09 02:22:44 AM,171.704,,,,,,,,
689,21/05/09 02:22:57 AM,171.958,,,,,,,,
690,21/05/09 02:23:11 AM,172.212,,,,,,,,
691,21/05/09 02:23:25 AM,172.466,,,,,,,,
692,21/05/09 02:23:41 AM,172.720,,,,,,,,
693,21/05/09 02:23:55 AM,172.974,,,,,,,,
694,21/05/09 02:24:11 AM,173.228,,,,,,,,
695,21/05/09 02:24:27 AM,173.482,,,,,,,,
696,21/05/09 02:24:46 AM,173.736,,,,,,,,
697,21/05/09 02:25:05 AM,173.990,,,,,,,,
698,21/05/09 02:25:23 AM,174.244,,,,,,,,
699,21/05/09 02:25:39 AM,174.498,,,,,,,,
700,21/05/09 02:25:58 AM,174.752,,,,,,,,
701,21/05/09 02:26:25 AM,175.006,,,,,,,,
702,21/05/09 02:26:45 AM,175.260,,,,,,,,
703,21/05/09 02:27:06 AM,175.514,,,,,,,,
704,21/05/09 02:27:28 AM,175.768,,,,,,,,
705,21/05/09 02:27:50 AM,176.022,,,,,,,,
706,21/05/09 02:28:14 AM,176.276,,,,,,,,
707,21/05/09 02:28:31 AM,176.530,,,,,,,,
708,21/05/09 02:28:48 AM,176.784,,,,,,,,
709,21/05/09 02:29:03 AM,177.038,,,,,,,,
710,21/05/09 02:29:17 AM,177.292,,,,,,,,
711,21/05/09 02:29:26 AM,177.546,,,,,,,,
712,21/05/09 02:29:35 AM,177.800,,,,,,,,
713,21/05/09 02:29:45 AM,178.054,,,,,,,,
714,21/05/09 02:29:57 AM,178.308,,,,,,,,
715,21/05/09 02:30:13 AM,178.562,,,,,,,,
716,21/05/09 02:30:25 AM,178.816,,,,,,,,
717,21/05/09 02:30:39 AM,179.070,,,,,,,,
718,21/05/09 02:30:53 AM,179.324,,,,,,,,
719,21/05/09 02:31:03 AM,179.578,,,,,,,,
720,21/05/09 02:31:14 AM,179.832,,,,,,,,
721,21/05/09 02:31:23 AM,180.086,,,,,,,,
722,21/05/09 02:31:35 AM,180.340,,,,,,,,
723,21/05/09 02:31:48 AM,180.594,,,,,,,,
724,21/05/09 02:32:04 AM,180.848,,,,,,,,
725,21/05/09 02:32:21 AM,181.102,,,,,,,,
726,21/05/09 02:32:45 AM,181.356,,,,,,,,
727,21/05/09 02:33:03 AM,181.610,,,,,,,,
728,21/05/09 02:33:25 AM,181.864,,,,,,,,
729,21/05/09 02:33:44 AM,182.118,,,,,,,,
730,21/05/09 02:34:04 AM,182.372,,,,,,,,
731,21/05/09 02:34:18 AM,182.626,,,,,,,,
732,21/05/09 02:34:30 AM,182.880,,,,,,,,
733,21/05/09 02:34:49 AM,183.134,,,,,,,,
734,21/05/09 02:35:11 AM,183.388,,,,,,,,
735,21/05/09 02:35:25 AM,183.642,,,,,,,,
736,21/05/09 02:35:37 AM,183.896,,,,,,,,
737,21/05/09 02:35:47 AM,184.150,,,,,,,,
738,21/05/09 02:35:59 AM,184.404,,,,,,,,
739,21/05/09 02:36:13 AM,184.658,,,,,,,,
740,21/05/09 02:36:27 AM,184.912,,,,,,,,
741,21/05/09 02:36:43 AM,185.166,,,,,,,,
742,21/05/09 02:37:07 AM,185.420,,,,,,,,
743,21/05/09 02:37:29 AM,185.674,,,,,,,,
744,21/05/09 02:37:44 AM,185.928,,,,,,,,
745,21/05/09 02:37:57 AM,186.182,,,,,,,,
746,21/05/09 02:38:10 AM,186.436,,,,,,,,
747,21/05/09 02:38:24 AM,186.690,,,,,,,,
748,21/05/09 02:38:36 AM,186.944,,,,,,,,
749,21/05/09 02:38:51 AM,187.198,,,,,,,,
750,21/05/09 02:39:07 AM,187.452,,,,,,,,
751,21/05/09 02:39:21 AM,187.706,,,,,,,,
752,21/05/09 02:39:37 AM,187.960,,,,,,,,
753,21/05/09 02:39:53 AM,188.214,,,,,,,,
754,21/05/09 02:40:06 AM,188.468,,,,,,,,
755,21/05/09 02:40:20 AM,188.722,,,,,,,,
756,21/05/09 02:40:35 AM,188.976,,,,,,,,
757,21/05/09 02:40:51 AM,189.230,,,,,,,,
758,21/05/09 02:41:08 AM,189.484,,,,,,,,
759,21/05/09 02:41:25 AM,189.738,,,,,,,,
760,21/05/09 02:41:42 AM,189.992,,,,,,,,
761,21/05/09 02:41:54 AM,190.246,,,,,,,,
762,21/05/09 02:42:06 AM,190.500,,,,,,,,
763,21/05/09 02:42:17 AM,190.754,,,,,,,,
764,21/05/09 02:42:30 AM,191.008,,,,,,,,
765,21/05/09 02:42:42 AM,191.262,,,,,,,,
766,21/05/09 02:42:56 AM,191.516,,,,,,,,
767,21/05/09 02:43:11 AM,191.770,,,,,,,,
768,21/05/09 02:43:25 AM,192.024,,,,,,,,
769,21/05/09 02:43:39 AM,192.278,,,,,,,,
770,21/05/09 02:43:56 AM,192.532,,,,,,,,
771,21/05/09 02:44:15 AM,192.786,,,,,,,,
772,21/05/09 02:44:32 AM,193.040,,,,,,,,
773,21/05/09 02:44:51 AM,193.294,,,,,,,,
774,21/05/09 02:45:08 AM,193.548,,,,,,,,
775,21/05/09 02:45:26 AM,193.802,,,,,,,,
776,21/05/09 02:45:49 AM,194.056,,,,,,,,
777,21/05/09 02:46:16 AM,194.310,,,,,,,,
778,21/05/09 02:46:40 AM,194.564,,,,,,,,
779,21/05/09 02:47:07 AM,194.818,,,,,,,,
780,21/05/09 02:47:32 AM,195.072,,,,,,,,
781,21/05/09 02:48:00 AM,195.326,,,,,,,,
782,21/05/09 02:48:26 AM,195.580,,,,,,,,
783,21/05/09 02:48:46 AM,195.834,,,,,,,,
784,21/05/09 02:49:05 AM,196.088,,,,,,,,
785,21/05/09 02:49:22 AM,196.342,,,,,,,,
786,21/05/09 02:49:38 AM,196.596,,,,,,,,
787,21/05/09 02:49:55 AM,196.850,,,,,,,,
788,21/05/09 02:50:36 AM,197.104,,,,,,,,
789,21/05/09 02:52:55 AM,197.358,,,,,,,,
790,21/05/09 03:04:19 AM,197.612,,,,,,,,
791,21/05/13 02:21:41 PM,,,Logged,,,,,,
792,21/05/13 02:21:48 PM,,,,Logged,,,,,
793,21/05/13 02:22:21 PM,,Logged,,,,,,,
794,21/05/17 07:03:12 AM,197.866,,,,,,,,
795,21/05/17 10:34:41 AM,198.120,,,,,,,,
796,21/05/17 10:01:43 PM,198.374,,,,,,,,
797,21/05/17 10:13:37 PM,198.628,,,,,,,,
798,21/05/17 11:40:48 PM,198.882,,,,,,,,
799,21/05/17 11:51:27 PM,199.136,,,,,,,,
800,21/05/17 11:57:27 PM,199.390,,,,,,,,
801,21/05/18 12:45:52 AM,199.644,,,,,,,,
802,21/05/18 12:47:32 AM,199.898,,,,,,,,
803,21/05/18 12:48:16 AM,200.152,,,,,,,,
804,21/05/18 12:49:20 AM,200.406,,,,,,,,
805,21/05/18 12:51:38 AM,200.660,,,,,,,,
806,21/05/18 12:56:47 AM,200.914,,,,,,,,
807,21/05/18 01:17:35 AM,201.168,,,,,,,,
808,21/05/18 01:30:25 AM,201.422,,,,,,,,
809,21/05/18 04:59:03 AM,201.676,,,,,,,,
810,21/05/18 05:01:26 AM,201.930,,,,,,,,
811,21/05/18 05:02:34 AM,202.184,,,,,,,,
812,21/05/18 05:04:33 AM,202.438,,,,,,,,
813,21/05/18 05:05:57 AM,202.692,,,,,,,,
814,21/05/18 05:15:08 AM,202.946,,,,,,,,
815,21/05/22 07:05:31 AM,203.200,,,,,,,,
816,21/05/22 12:21:37 PM,203.454,,,,,,,,
817,21/05/22 12:31:50 PM,203.708,,,,,,,,
818,21/05/22 12:45:08 PM,203.962,,,,,,,,
819,21/05/22 12:55:20 PM,204.216,,,,,,,,
820,21/05/22 01:00:33 PM,204.470,,,,,,,,
821,21/05/22 01:01:47 PM,204.724,,,,,,,,
822,21/05/22 01:03:37 PM,204.978,,,,,,,,
823,21/05/22 01:05:46 PM,205.232,,,,,,,,
824,21/05/22 01:08:31 PM,205.486,,,,,,,,
825,21/05/30 07:02:16 PM,205.740,,,,,,,,
826,21/05/30 07:04:56 PM,205.994,,,,,,,,
827,21/05/30 07:06:21 PM,206.248,,,,,,,,
828,21/05/30 07:07:34 PM,206.502,,,,,,,,
829,21/05/30 07:08:23 PM,206.756,,,,,,,,
830,21/05/30 07:09:28 PM,207.010,,,,,,,,
831,21/05/30 11:42:37 PM,207.264,,,,,,,,
832,21/06/01 05:26:38 AM,207.518,,,,,,,,
833,21/06/01 06:00:14 AM,207.772,,,,,,,,
834,21/06/01 06:05:05 AM,208.026,,,,,,,,
835,21/06/01 06:09:25 AM,208.280,,,,,,,,
836,21/06/01 06:23:53 AM,208.534,,,,,,,,
837,21/06/01 06:24:54 AM,208.788,,,,,,,,
838,21/06/01 06:26:12 AM,209.042,,,,,,,,
839,21/06/01 06:27:40 AM,209.296,,,,,,,,
840,21/06/01 06:32:10 AM,209.550,,,,,,,,
841,21/06/01 06:33:23 AM,209.804,,,,,,,,
842,21/06/01 06:34:26 AM,210.058,,,,,,,,
843,21/06/01 06:35:29 AM,210.312,,,,,,,,
844,21/06/01 06:36:23 AM,210.566,,,,,,,,
845,21/06/01 06:37:20 AM,210.820,,,,,,,,
846,21/06/01 06:38:32 AM,211.074,,,,,,,,
847,21/06/01 06:39:01 AM,211.328,,,,,,,,
848,21/06/01 06:40:51 AM,211.582,,,,,,,,
849,21/06/01 06:41:18 AM,211.836,,,,,,,,
850,21/06/01 06:41:57 AM,212.090,,,,,,,,
851,21/06/01 06:43:26 AM,212.344,,,,,,,,
852,21/06/01 06:45:10 AM,212.598,,,,,,,,
853,21/06/01 06:45:26 AM,212.852,,,,,,,,
854,21/06/01 06:45:41 AM,213.106,,,,,,,,
855,21/06/01 06:46:03 AM,213.360,,,,,,,,
856,21/06/01 06:46:42 AM,213.614,,,,,,,,
857,21/06/01 06:50:20 AM,213.868,,,,,,,,
858,21/06/01 06:52:34 AM,214.122,,,,,,,,
859,21/06/01 06:56:31 AM,214.376,,,,,,,,
860,21/06/01 07:05:51 AM,214.630,,,,,,,,
861,21/06/01 07:07:45 AM,214.884,,,,,,,,
862,21/06/01 07:11:05 AM,215.138,,,,,,,,
863,21/06/01 07:15:09 AM,215.392,,,,,,,,
864,21/06/01 06:16:34 PM,215.646,,,,,,,,
865,21/06/01 07:08:39 PM,215.900,,,,,,,,
866,21/06/01 07:39:12 PM,216.154,,,,,,,,
867,21/06/01 07:51:56 PM,216.408,,,,,,,,
868,21/06/01 08:19:27 PM,216.662,,,,,,,,
869,21/06/01 08:23:51 PM,216.916,,,,,,,,
870,21/06/01 08:26:53 PM,217.170,,,,,,,,
871,21/06/01 08:29:41 PM,217.424,,,,,,,,
872,21/06/01 08:32:17 PM,217.678,,,,,,,,
873,21/06/01 08:35:37 PM,217.932,,,,,,,,
874,21/06/01 08:41:45 PM,218.186,,,,,,,,
875,21/06/01 09:03:10 PM,218.440,,,,,,,,
876,21/06/01 10:40:48 PM,218.694,,,,,,,,
877,21/06/01 10:50:02 PM,218.948,,,,,,,,
878,21/06/01 11:08:36 PM,219.202,,,,,,,,
879,21/06/01 11:41:47 PM,219.456,,,,,,,,
880,21/06/03 02:04:37 PM,219.710,,,,,,,,
881,21/06/03 02:20:29 PM,219.964,,,,,,,,
882,21/06/03 03:08:12 PM,220.218,,,,,,,,
883,21/06/03 03:33:53 PM,220.472,,,,,,,,
884,21/06/03 03:47:54 PM,220.726,,,,,,,,
885,21/06/03 03:55:00 PM,220.980,,,,,,,,
886,21/06/03 04:36:22 PM,221.234,,,,,,,,
887,21/06/03 04:40:02 PM,221.488,,,,,,,,
888,21/06/03 05:04:57 PM,221.742,,,,,,,,
889,21/06/03 05:12:54 PM,221.996,,,,,,,,
890,21/06/03 05:18:17 PM,222.250,,,,,,,,
891,21/06/03 05:31:22 PM,222.504,,,,,,,,
892,21/06/03 05:39:47 PM,222.758,,,,,,,,
893,21/06/03 06:11:52 PM,223.012,,,,,,,,
894,21/06/03 06:29:53 PM,223.266,,,,,,,,
895,21/06/03 06:48:53 PM,223.520,,,,,,,,
896,21/06/03 06:51:07 PM,223.774,,,,,,,,
897,21/06/03 06:54:07 PM,224.028,,,,,,,,
898,21/06/03 06:59:07 PM,224.282,,,,,,,,
899,21/06/03 07:07:32 PM,224.536,,,,,,,,
900,21/06/03 07:34:59 PM,224.790,,,,,,,,
901,21/06/03 07:55:40 PM,225.044,,,,,,,,
902,21/06/03 08:02:55 PM,225.298,,,,,,,,
903,21/06/03 08:07:03 PM,225.552,,,,,,,,
904,21/06/03 08:09:46 PM,225.806,,,,,,,,
905,21/06/03 08:18:40 PM,226.060,,,,,,,,
906,21/06/03 08:35:39 PM,226.314,,,,,,,,
907,21/06/03 08:46:17 PM,226.568,,,,,,,,
908,21/06/03 08:55:33 PM,226.822,,,,,,,,
909,21/06/03 09:28:06 PM,227.076,,,,,,,,
910,21/06/05 09:43:23 PM,227.330,,,,,,,,
911,21/06/05 09:43:42 PM,227.584,,,,,,,,
912,21/06/05 09:43:59 PM,227.838,,,,,,,,
913,21/06/05 09:44:25 PM,228.092,,,,,,,,
914,21/06/05 09:45:40 PM,228.346,,,,,,,,
915,21/06/05 09:50:56 PM,228.600,,,,,,,,
916,21/06/05 10:05:22 PM,228.854,,,,,,,,
917,21/06/05 10:06:27 PM,229.108,,,,,,,,
918,21/06/05 10:07:43 PM,229.362,,,,,,,,
919,21/06/05 10:18:54 PM,229.616,,,,,,,,
920,21/06/05 10:20:56 PM,229.870,,,,,,,,
921,21/06/05 10:21:45 PM,230.124,,,,,,,,
922,21/06/05 10:22:41 PM,230.378,,,,,,,,
923,21/06/05 10:24:51 PM,230.632,,,,,,,,
924,21/06/05 10:26:31 PM,230.886,,,,,,,,
925,21/06/05 10:30:40 PM,231.140,,,,,,,,
926,21/06/05 10:42:08 PM,231.394,,,,,,,,
