# Citation link: https://doi.org/10.15493/OBS.MONITOR.39744624?referrer=observationmonitor.saeon.ac.za
# Data for daily on Ezibomvini AWS
Timestamp,humid_rel_max,humid_rel_min,rad_short_in_avg,rad_short_in_max,rad_short_in_tot,rain_tot,temp_air_avg,temp_air_max,temp_air_min,temp_dew_point_avg,temp_dew_point_max,temp_dew_point_min,wind_dir_avg,wind_speed_avg,wind_speed_max,wind_speed_min,Latitude,Longitude
,pcnt,pcnt,w_per_m2,w_per_m2,mj_per_m2,mm,deg_c,deg_c,deg_c,deg_c,deg_c,deg_c,deg,m_per_sec,m_per_sec,m_per_sec,,
2023-09-28T00:00:00,86.4,39.73,130.4967,1262.357,11.27479,0,14.28,20.15,11.19,7.268,9.81,4.817,73.83,1.596,6.85,0.01,-28.864360,29.395070
2023-09-29T00:00:00,87,32.68,250.1723,1107.701,21.61439,0,16.11,24.56,9.76,8.09,10.22,6.894,58.38,1.393,8.29,0,-28.864360,29.395070
2023-09-30T00:00:00,97.4,16.11,294.5537,977.3859,25.44915,4.572,20.31,31.26,8.86,6.867,16.15,2.004,115.6,1.278,8.89,0,-28.864360,29.395070
2023-10-01T00:00:00,96.8,6.207,299.5516,1160.818,25.88126,6.604,22.9,35.52,11.48,3.4,22.13,-7.786,185.7,1.994,12,0,-28.864360,29.395070
2023-10-02T00:00:00,96.2,77.96,55.6834,387.598,4.810823,1.524,11.67,14.45,10.11,9.65,11.52,7.496,68.6,1.882,8.17,0,-28.864360,29.395070
2023-10-03T00:00:00,97.4,40.02,219.391,1314.8,18.95341,0.254,14.06,22.21,9.85,8.4,17.61,6.083,57.06,1.163,6.51,0,-28.864360,29.395070
2023-10-04T00:00:00,88,16.29,290.4053,960.7881,25.09102,0,21.1,32.96,8.6,6.411,11.47,2.301,126.5,0.964,5.47,0,-28.864360,29.395070
2023-10-05T00:00:00,98.4,14.53,267.6451,985.4051,23.12427,1.016,25.27,35.42,12.31,7.11,19.84,3.066,97.4,1.068,6.08,0,-28.864360,29.395070
2023-10-06T00:00:00,96.3,12.23,285.5452,952.4779,24.67082,0,26.99,37.3,17.22,7.04,23.22,2.033,47.41,1.469,7.53,0,-28.864360,29.395070
2023-10-07T00:00:00,98.4,28,285.2486,961.0869,24.64519,2.54,23.11,32.54,14.56,13.98,20.09,10.48,106.8,1.29,6.68,0.01,-28.864360,29.395070
2023-10-08T00:00:00,81.7,9.22,288.2321,1002.164,24.90325,0,26.69,36.15,18.27,6.21,15.2,-2.717,345.3,2.519,11.5,0,-28.864360,29.395070
2023-10-09T00:00:00,97.8,70.29,51.86859,378.0545,4.481134,1.016,15.15,18.62,11.43,11.97,15,10.21,68.93,2.402,8.12,0.02,-28.864360,29.395070
2023-10-10T00:00:00,98.3,48.03,177.0908,1335.84,15.30046,0,15.66,24.71,11.15,12.09,14.73,10.35,75.67,1.551,7.47,0,-28.864360,29.395070
2023-10-11T00:00:00,87.5,45.45,190.2534,1083.513,16.43732,0,18.59,25.79,14.46,12.65,15.35,11.44,64.26,1.355,8.1,0,-28.864360,29.395070
2023-10-12T00:00:00,93.1,17.28,212.2551,1201.19,18.33821,3.302,23.46,33.21,13.82,10.19,20.51,4.554,319.1,2.254,13.43,0,-28.864360,29.395070
2023-10-13T00:00:00,96.8,44.77,79.25864,928.4277,6.847789,22.1,17.02,21.47,13.4,13.47,16.23,8.86,91.3,1.319,7.58,0,-28.864360,29.395070
2023-10-14T00:00:00,99.8,29.74,310.2608,1082.287,26.80622,0,17.06,25.75,10.02,11.12,14.53,6.013,81.5,1.484,9.81,0,-28.864360,29.395070
2023-10-15T00:00:00,93.7,37.18,287.8422,1478.349,24.86957,4.318,16.82,23.85,12.57,10.12,16.43,7.665,80.9,1.647,8.28,0,-28.864360,29.395070
2023-10-16T00:00:00,93,45.82,106.4981,787.405,9.200263,4.064,14.32,18.24,11.66,9.74,12.53,5.513,78.15,1.433,5.22,0,-28.864360,29.395070
2023-10-17T00:00:00,96.6,78.33,63.92924,628.0842,5.523359,23.88,13.21,15.78,11.65,11.53,13.37,9.86,132.3,1.976,11.54,0.01,-28.864360,29.395070
2023-10-18T00:00:00,97.1,47.03,236.433,1395.154,20.42781,4.826,14.53,20.88,10.69,9.88,12.62,6.939,63.68,2.17,10.43,0,-28.864360,29.395070
2023-10-19T00:00:00,93.4,30.62,319.1378,1068.424,27.57287,0,18.4,26.72,10.15,10.23,13.52,7.233,110.9,1.166,7.24,0,-28.864360,29.395070
2023-10-20T00:00:00,89.6,33.09,302.8228,1190.475,26.16298,1.778,19.7,26.85,14.7,11.2,13.48,7.523,63.86,1.232,8.71,0,-28.864360,29.395070
2023-10-21T00:00:00,92.4,22.57,309.1847,1019.872,26.71201,0,22.94,33.07,14.72,11.77,15.28,7.184,32.23,1.031,5.5,0,-28.864360,29.395070
2023-10-22T00:00:00,92.9,18.18,259.5022,1140.973,22.41891,12.7,23.51,33.63,13.77,9.87,14.74,5.901,22.36,2.395,14.15,0,-28.864360,29.395070
2023-10-23T00:00:00,95.6,52.56,134.1911,1450.569,11.59371,3.048,14.75,19.54,10.69,11.25,13.71,9.18,68.6,2.055,8.17,0.01,-28.864360,29.395070
2023-10-24T00:00:00,94.3,44.21,313.2893,1051.597,27.06569,0,17.66,26.24,10.11,11.68,15.33,8.78,59.66,1.428,6.82,0,-28.864360,29.395070
2023-10-25T00:00:00,95,33.2,332.5718,1045.967,28.73321,0.762,19.26,29.39,12.2,12.44,16.33,9.95,92.1,2.365,10.58,0,-28.864360,29.395070
2023-10-26T00:00:00,85.9,38.58,301.7028,1341.715,26.06651,1.778,17.39,24.11,12.21,10.14,11.6,8.53,68.96,1.414,7.34,0,-28.864360,29.395070
2023-10-27T00:00:00,95.4,22.52,342.7779,1097.407,29.61567,0,20.53,31.06,10.35,10.15,14.91,6.281,109.9,1.012,9.51,0,-28.864360,29.395070
2023-10-28T00:00:00,89.2,14.35,309.4498,1104.737,26.73616,0.762,24.66,36.37,14.52,11.25,16.72,4.263,6.404,2.475,19.72,0,-28.864360,29.395070
2023-10-29T00:00:00,97.8,57.14,173.8943,1299.39,15.02343,12.7,16.85,24.78,10.52,14.22,17.81,9.41,77.16,2.215,9.92,0.01,-28.864360,29.395070
2023-10-30T00:00:00,96.6,66.32,67.30912,369.4991,5.815373,1.016,9.82,11.54,7.282,6.779,9.83,2.935,59.4,2.69,8.93,0.01,-28.864360,29.395070
2023-10-31T00:00:00,91.6,66.98,58.30942,512.9575,5.037642,3.048,6.801,8.16,5.754,3.73,5.32,1.413,11.87,1.463,5.66,0,-28.864360,29.395070
2023-11-01T00:00:00,95.4,71.35,79.24827,837.7188,6.846654,6.096,8.82,12.55,6.505,7.097,9.92,4.559,122.5,1.091,5.6,0,-28.864360,29.395070
2023-11-02T00:00:00,98.2,36.56,297.3833,1344.143,25.69302,0.254,13.76,21.19,8.2,8.34,12.09,4.672,80.9,1.264,5.37,0,-28.864360,29.395070
2023-11-03T00:00:00,96.6,25.93,262.2855,1138.989,22.66042,0,16.73,25.79,9.44,11.17,14.86,4.549,64.79,1.334,6.31,0,-28.864360,29.395070
2023-11-04T00:00:00,95.2,32.16,228.5567,1072.798,19.74684,0,19.96,27.97,13.56,13.14,15.58,8.44,60.28,1.667,6.51,0.01,-28.864360,29.395070
2023-11-05T00:00:00,90.7,32.76,192.938,1265.888,16.66965,0,20.92,28.09,14.77,12.75,16.07,8.74,133.3,1.165,10.13,0,-28.864360,29.395070
2023-11-06T00:00:00,91.3,32.41,274.9907,1455.31,23.75562,13.72,21.19,30.57,15.05,13.7,17.12,11.62,116.9,1.573,15,0,-28.864360,29.395070
2023-11-07T00:00:00,94.3,33.78,323.7344,1172.016,27.97033,1.524,22.79,31.13,14.7,14.86,18.97,12.11,285.5,1.62,9.71,0,-28.864360,29.395070
2023-11-08T00:00:00,95.8,60.74,54.92956,446.429,4.745035,9.91,17.96,21.88,14.36,14.95,17.14,13.33,78.26,1.683,9.1,0.01,-28.864360,29.395070
2023-11-09T00:00:00,96.8,52.97,244.5451,1599.595,21.1287,0,17.62,23.72,13.46,13.78,16.19,12.31,68.46,1.981,6.87,0,-28.864360,29.395070
2023-11-10T00:00:00,96.3,64.24,142.9603,1325.133,12.35134,0.254,17.56,22.41,14.39,14.68,16.99,13.67,67.5,2.268,8.29,0.01,-28.864360,29.395070
2023-11-11T00:00:00,97.6,42.51,329.0229,1295.912,28.42725,0.254,20.33,28.74,13.92,14.62,17.24,11.92,90.4,1.202,8.27,0,-28.864360,29.395070
2023-11-12T00:00:00,92,22.67,319.5721,1160.519,27.61103,0.762,24.87,35.54,15.34,13.6,17.68,8.6,265.3,2.858,26.74,0.01,-28.864360,29.395070
2023-11-13T00:00:00,97.9,44.58,296.1389,1157.793,25.5861,1.27,19.38,26.72,11.75,13.7,18.42,11.02,66.9,3.164,38.85,0.01,-28.864360,29.395070
2023-11-14T00:00:00,97.7,72.16,100.6139,1587.386,8.692641,1.778,14.46,17.91,11.88,12.36,14.12,10.95,68.86,1.593,8.06,0.01,-28.864360,29.395070
2023-11-15T00:00:00,98.1,66.41,132.6463,1253.174,11.46025,1.524,13.11,17.4,11.1,11.32,12.6,10.33,55.08,2.079,7.01,0,-28.864360,29.395070
2023-11-16T00:00:00,99.6,53.09,297.1077,1288.552,25.66921,0.254,17.4,25.79,10.9,13.67,17.44,10.8,92.4,1.409,6.11,0,-28.864360,29.395070
2023-11-17T00:00:00,97.1,31.67,151.4898,674.9283,13.08857,0.254,20.62,27.81,13.08,14.14,18.71,8.94,151.9,1.629,9.82,0,-28.864360,29.395070
2023-11-18T00:00:00,89.5,34.41,274.0265,1306.98,23.67534,0,23.11,31.13,14.5,14.17,17.55,10.94,142.6,1.101,8.46,0,-28.864360,29.395070
2023-11-19T00:00:00,89.1,23.82,335.3358,1198.609,28.97267,4.826,24.11,33.51,16.89,14.17,20.06,9.77,343.9,1.715,9.57,0.01,-28.864360,29.395070
2023-11-20T00:00:00,79.98,21.42,348.048,1088.767,30.07135,0,25.46,35.37,15.41,12.82,17.82,8.79,112.2,1.461,13.82,0.01,-28.864360,29.395070
2023-11-21T00:00:00,77.5,24.24,282.1628,1521.654,24.37886,2.286,26.18,34.27,18.89,12.78,16.18,8.39,126,1.684,13.47,0,-28.864360,29.395070
2023-11-22T00:00:00,96.3,20.09,274.8454,1325.271,23.74664,0,24.92,34.84,17.63,13.65,18.4,8.06,198.6,1.888,11.24,0.01,-28.864360,29.395070
2023-11-23T00:00:00,87.2,17.14,359.0606,1081.361,31.02283,0,26.27,36.8,15.04,13.4,18.28,7.518,30.41,1.704,10.93,0,-28.864360,29.395070
2023-11-24T00:00:00,78.86,19.05,301.4029,1211.392,26.04091,0,29.21,37.29,20.26,13.91,17.36,9.56,234.1,1.885,8.06,0,-28.864360,29.395070
2023-11-25T00:00:00,79.27,23.4,316.9513,1140.253,27.3846,1.016,28.59,36.47,21.74,14.73,21.53,11.85,8.62,2.257,11.15,0.02,-28.864360,29.395070
2023-11-26T00:00:00,96.3,56.35,149.8478,1470.368,12.9467,4.572,22.35,28.09,18.79,18.11,21.25,15.26,82.8,1.261,6.84,0,-28.864360,29.395070
2023-11-27T00:00:00,96.6,-100,260.1743,1154.2,22.47776,1.778,24.37,33.2,-100,18.84,23.45,16.45,108.5,1.419,7.59,0.01,-28.864360,29.395070
2023-11-28T00:00:00,92.9,25.01,323.85,1052.018,27.97999,14.99,25.65,37.91,18.52,19.01,22.61,14,78.84,1.711,11.29,0,-28.864360,29.395070
2023-11-29T00:00:00,95.9,23.49,326.5057,1180.326,28.20977,0,26.23,35.81,17.75,15.4,22.17,7.625,273.6,1.842,11.24,0.01,-28.864360,29.395070
2023-11-30T00:00:00,94,48.34,78.61232,1099.314,6.790689,0.254,17.49,25.05,11.1,13.23,18.04,8.65,82.1,2.258,10.17,0.01,-28.864360,29.395070
2023-12-01T00:00:00,96.2,31.04,296.8439,1535.954,25.64732,0.762,16.23,24.08,10.74,9.58,12.34,5.508,64,1.168,4.99,0,-28.864360,29.395070
2023-12-02T00:00:00,91.7,17.17,370.0037,1119.328,31.96832,0,21.89,32.56,10.39,10.23,15.01,3.767,54.42,0.949,5.31,0,-28.864360,29.395070
2023-12-03T00:00:00,86.3,15.07,351.5661,1126.627,30.37531,0.254,26.18,36.95,16.17,12.97,18.34,5.552,74.95,1.647,9.35,0.01,-28.864360,29.395070
2023-12-04T00:00:00,84.3,17.04,351.3439,1082.341,30.35541,0,25.33,36.72,18.8,14.39,18.49,7.227,4.685,1.822,11.08,0,-28.864360,29.395070
2023-12-05T00:00:00,80.8,20.98,344.8697,1090.353,29.79605,0,25.8,35.85,17.53,14.24,16.62,10.03,26.7,1.608,14.41,0,-28.864360,29.395070
2023-12-06T00:00:00,92,55.95,163.6387,1406.16,14.13805,1.524,19.87,26.48,15.14,15.55,18.02,12.85,71.16,2.288,11.17,0,-28.864360,29.395070
2023-12-07T00:00:00,97.1,86.8,41.112,227.879,3.551583,22.1,15.31,16.6,14.33,14.26,15.44,13.24,55.34,1.204,4.78,0,-28.864360,29.395070
2023-12-08T00:00:00,97.5,64.61,106.1363,1471.563,9.169537,33.02,16.01,20.92,12.47,14.05,16.71,12.08,97.3,1.235,5.9,0,-28.864360,29.395070
2023-12-09T00:00:00,100,47.89,316.1955,1389.631,27.31897,0,20.46,29.35,11.28,15.63,20.61,11.23,101.1,1.725,8.32,0,-28.864360,29.395070
2023-12-10T00:00:00,96,47.97,312.7,1245.139,27.01665,1.524,22.39,30.57,16.57,17.6,21.03,15.67,85.4,1.85,10.41,0.01,-28.864360,29.395070
2023-12-11T00:00:00,97.4,84.7,45.54165,273.2373,3.934252,16.51,16.4,18.41,13.94,15.44,17.19,12.84,78.8,2.347,8.2,0,-28.864360,29.395070
2023-12-12T00:00:00,98.6,89.1,73.11375,423.9643,6.316662,9.91,15.29,17.09,13.89,14.42,16.07,13.08,56.93,0.943,4.29,0,-28.864360,29.395070
2023-12-13T00:00:00,100,38.84,344.593,1157.065,29.77215,0.254,19.45,27.32,13.46,14.78,18.92,11.45,69.91,1.743,10.11,0,-28.864360,29.395070
2023-12-14T00:00:00,97.6,72.12,106.8539,1188.246,9.232181,4.064,15.81,20.1,13.45,14.25,17.13,12.64,61.37,1.519,5.88,0,-28.864360,29.395070
2023-12-15T00:00:00,97.2,38.8,340.3235,1119.098,29.40021,13.46,22.27,31.23,15.3,15.9,18.82,11.76,330.6,2.708,16.34,0,-28.864360,29.395070
2023-12-16T00:00:00,97.3,72.36,186.4728,1594.824,16.11013,20.32,17.74,23.57,15.27,16.24,19.84,14.11,72,1.809,11.77,0,-28.864360,29.395070
2023-12-17T00:00:00,98.9,59.36,263.4213,1473.562,22.75855,7.366,19.43,25.5,15.05,16.41,19.53,14.5,55.58,1.336,6.98,0,-28.864360,29.395070
2023-12-18T00:00:00,97.7,36.94,338.6304,1171.426,29.25732,0,23.65,30.71,17.33,17.7,21.66,13.8,70.42,1.303,5.42,0,-28.864360,29.395070
2023-12-19T00:00:00,91.7,42.25,309.6564,1517.365,26.75338,0,24.57,31.79,17.97,18.42,22.11,16,115.7,1.633,13.04,0,-28.864360,29.395070
2023-12-20T00:00:00,96.8,68.54,101.9046,1388.199,8.804146,0.254,19.8,24.3,17.09,17.44,19.33,16.1,79,1.845,7.31,0,-28.864360,29.395070
2023-12-21T00:00:00,99.1,23.19,351.2886,1101.229,30.35063,0.254,24.52,34.4,16.33,15.36,22.64,7.319,51.12,1.64,10.45,0,-28.864360,29.395070
2023-12-22T00:00:00,96,57.45,267.6036,1239.816,23.11881,26.92,22.47,30.34,18.04,18.66,22.99,13.57,102.3,2.061,12.42,0,-28.864360,29.395070
2023-12-23T00:00:00,96.5,49.35,304.7093,1182.724,26.32688,14.22,22.21,29.2,17.5,18.29,22.42,14.33,80.7,1.759,10.53,0,-28.864360,29.395070
2023-12-24T00:00:00,94.4,34.6,263.7216,1324.42,22.78449,3.556,23.15,31.66,17.63,17.56,25.5,13.56,152.7,1.927,14.51,0.01,-28.864360,29.395070
2023-12-25T00:00:00,92.5,38.45,185.6824,1521.831,16.04296,7.874,22.46,29.9,17.19,16.7,19.98,13.42,180.2,2.203,13.65,0.01,-28.864360,29.395070
2023-12-26T00:00:00,95.9,74,148.987,649.4536,12.87188,8.89,18.97,22.12,16.53,16.71,18.45,14.89,81.4,1.589,7,0,-28.864360,29.395070
2023-12-27T00:00:00,97.4,89.1,86.04339,459.9936,7.434062,13.72,15.19,17.84,13.1,14.38,16.97,12.47,55.88,2.029,7.59,0,-28.864360,29.395070
2023-12-28T00:00:00,98.5,69.8,135.4026,1323.172,11.69838,3.302,15.02,18.53,12.54,13.07,15.24,12.07,64.32,1.562,6.17,0.01,-28.864360,29.395070
2023-12-29T00:00:00,99.5,60.69,271.3997,1489.018,23.44812,4.826,17.05,23.78,13.17,14.61,18.2,13.02,71.05,2.057,9.35,0.01,-28.864360,29.395070
2023-12-30T00:00:00,98,55.89,193.388,1598.446,16.70814,5.334,17.93,23.3,13.76,14.9,17.7,13.2,77.41,1.487,6.47,0,-28.864360,29.395070
2023-12-31T00:00:00,92.8,51.56,289.0405,1397.934,24.97281,1.27,20.63,27.05,15.75,16.12,18.95,14.49,87,1.501,5.84,0,-28.864360,29.395070
2024-01-01T00:00:00,94.8,37.54,289.9744,1564.899,25.0535,0,21.61,29.42,15.81,15.61,18.38,12.59,39.22,1.565,8.47,0,-28.864360,29.395070
2024-01-02T00:00:00,93.1,56.8,181.2168,1250.784,15.65622,5.842,20.05,25.39,16.86,16.68,19.02,15.25,124.9,1.537,7.19,0,-28.864360,29.395070
2024-01-03T00:00:00,97.3,57.2,165.5904,1671.646,14.30701,2.286,19.24,25.29,16.02,16.49,18.55,15.11,81.2,1.16,4.97,0,-28.864360,29.395070
2024-01-04T00:00:00,98.5,56.4,243.4798,1295.951,21.03593,8.64,19.34,28.49,15.58,16.52,21.97,12.68,88.6,1.517,11.22,0,-28.864360,29.395070
2024-01-05T00:00:00,96.7,48.67,315.872,1484.89,27.29071,0,19.16,26.26,14,15.15,17.98,13.16,61.78,1.476,8.01,0,-28.864360,29.395070
2024-01-06T00:00:00,94.1,53.6,279.855,1197.269,24.17864,48.77,19.84,28.49,15.37,15.55,21.52,11.19,96.3,2.008,16.54,0.01,-28.864360,29.395070
2024-01-07T00:00:00,91.9,30.47,325.826,1163.223,28.15039,0,22.62,31.23,13.47,15.61,23.15,11.63,120.9,1.085,10.1,0,-28.864360,29.395070
2024-01-08T00:00:00,95.5,42.9,276.1489,1365.857,23.85816,13.72,23.92,32.2,16.84,16.78,21.9,11.61,105.6,1.65,14.57,0.01,-28.864360,29.395070
2024-01-09T00:00:00,96.4,61.56,241.3551,1311.124,20.85308,32.51,19.9,27.03,16,17.24,21.2,15.21,86.8,1.758,13.71,0,-28.864360,29.395070
2024-01-10T00:00:00,95.8,54.97,253.2969,1131.552,21.88434,0.508,20.41,26.58,15.66,17.05,20.54,14.78,60.01,1.345,5.76,0,-28.864360,29.395070
2024-01-11T00:00:00,97.3,49.91,216.5954,1528.716,18.71189,7.366,21.96,28.36,19.03,18.56,20.59,16.21,75.33,1.339,6.71,0,-28.864360,29.395070
2024-01-12T00:00:00,92.5,59.66,220.3023,1568.399,19.03412,0,21.91,26.77,18.56,17.93,20.1,15.66,65.21,1.177,5.05,0.01,-28.864360,29.395070
2024-01-13T00:00:00,95.1,47.73,262.9347,1293.416,22.71703,0.508,23.22,30.65,18.77,18.45,23.15,13.19,108.6,1.393,12.93,0,-28.864360,29.395070
2024-01-14T00:00:00,94.8,43.52,320.0519,1128.511,27.65057,4.318,22.86,31.03,16.34,17.43,22.15,14.35,75.14,1.326,10.92,0,-28.864360,29.395070
2024-01-15T00:00:00,96.6,63.07,321.2659,1380.195,27.75706,6.35,22.74,29.54,17.11,19.08,23.47,15.73,87.6,1.241,12.02,0,-28.864360,29.395070
2024-01-16T00:00:00,91.5,27.81,360.2282,1108.949,31.123,0,24.29,34.29,17.88,18.42,22.95,12.85,91.6,1.623,9.9,0,-28.864360,29.395070
2024-01-17T00:00:00,94.7,63.77,211.5528,1446.938,18.27795,10.67,21.01,27.1,17.43,18.1,21.91,16.14,66.34,1.796,8.68,0.01,-28.864360,29.395070
2024-01-18T00:00:00,96.6,65.37,159.2645,1465.037,13.75902,15.24,18.07,24.93,12.62,15.61,20.23,10.45,86.6,1.644,13.63,0,-28.864360,29.395070
2024-01-19T00:00:00,95.5,57.66,155.4732,1565.496,13.43242,0.762,16.14,21.84,12.36,12.59,16.22,11.42,50.52,1.486,8.76,0,-28.864360,29.395070
2024-01-20T00:00:00,96.5,50.89,280.2711,1668.713,24.21515,0.508,16.56,22.29,11.76,12.19,14.82,9.85,57.46,1.63,6.06,0,-28.864360,29.395070
2024-01-21T00:00:00,93.1,46.33,276.6347,1599.504,23.90041,0,18.05,24.44,13.71,13.43,17.5,11.48,76.32,1.176,4.53,0,-28.864360,29.395070
2024-01-22T00:00:00,96.6,46.3,305.5119,1255.808,26.39501,0,20.49,28.63,13.7,16.02,20.4,12.88,78.75,1.158,6.55,0,-28.864360,29.395070
2024-01-23T00:00:00,95.7,47.84,270.5674,1445.69,23.37594,0.508,20.76,28.45,15.66,16.54,20.13,12.87,77.64,1.319,10.54,0,-28.864360,29.395070
2024-01-24T00:00:00,95.8,73.31,85.76685,1112.12,7.409999,2.794,18.17,21.23,15.61,16.35,17.82,14.86,78.36,1.448,6.56,0.01,-28.864360,29.395070
2024-01-25T00:00:00,96.1,63.91,189.8121,1412.51,16.39939,0,18.41,24.7,14.84,15.7,18.94,13.96,65.76,1.576,5.43,0,-28.864360,29.395070
2024-01-26T00:00:00,94.8,64.35,257.7371,1590.695,22.26771,0,19.38,25.8,14.62,16.12,19.93,13.52,69.04,1.299,5.26,0.01,-28.864360,29.395070
2024-01-27T00:00:00,95.7,38.07,296.9792,1230.778,25.65811,1.524,21.26,32.08,14.77,16.78,22.36,13.41,91.7,1.121,12.83,0,-28.864360,29.395070
2024-01-28T00:00:00,94.8,46.38,186.8674,1133.773,16.14478,0,22.27,29,14.76,16.5,20.5,13.57,132.3,0.811,3.4,0.01,-28.864360,29.395070
2024-01-29T00:00:00,96.5,53.22,247.5022,1363.743,21.38345,10.92,22.1,30,16,17.38,21.67,14.16,91.9,1.18,8.09,0,-28.864360,29.395070
2024-01-30T00:00:00,98,50.97,315.7901,1298.631,27.28332,0.254,22.37,29.34,15.96,18.47,22.59,15.46,107.3,1.155,5.58,0,-28.864360,29.395070
2024-01-31T00:00:00,96.5,48.89,249.0735,1204.606,21.51646,0,23.01,31.26,18.18,18.67,22.75,16.27,94.2,1.338,8.89,0,-28.864360,29.395070
2024-02-01T00:00:00,95.8,45.99,279.2401,1322.728,24.12634,0,20.78,26.86,16.27,15.89,18.37,13.72,76.05,1.062,5.57,0,-28.864360,29.395070
2024-02-02T00:00:00,92.4,49.87,334.5083,1307.363,28.90118,0,22.2,27.75,17.43,16.63,18.93,14.55,76.71,1.613,7.03,0.01,-28.864360,29.395070
2024-02-03T00:00:00,95.5,50.89,261.6715,1423.853,22.60764,0,21.84,28.63,16.82,16.88,19.85,14.63,77.42,1.448,5.99,0,-28.864360,29.395070
2024-02-04T00:00:00,94.4,47.14,157.8085,1240.276,13.63339,0,20.72,27.07,16.37,16.53,19.65,13.24,112,1.039,8.94,0,-28.864360,29.395070
2024-02-05T00:00:00,95.4,45.41,239.033,1307.325,20.65245,8.64,21.55,29.39,15.73,16.42,19.4,12.73,96.5,1.278,8.01,0,-28.864360,29.395070
2024-02-06T00:00:00,98.3,56.42,267.5387,1401.082,23.11374,0.762,20.92,27.57,16.99,17.42,21.84,15.2,112.3,1.278,8.64,0,-28.864360,29.395070
2024-02-07T00:00:00,96.9,41.24,339.7374,1193.041,29.35297,0,22.29,29.32,14.67,16.78,19.85,12.68,102.6,0.975,5.23,0,-28.864360,29.395070
2024-02-08T00:00:00,94.7,17.92,304.1684,1407.033,26.27985,0,24.89,35.85,16.19,17.35,21.94,7.695,82.4,1.148,9.06,0,-28.864360,29.395070
2024-02-09T00:00:00,96.7,66.87,147.1161,1534.675,12.70981,0,20.16,26.05,18.04,18.04,20.81,16.46,54.84,1.446,6.91,0,-28.864360,29.395070
2024-02-10T00:00:00,99,41.6,152.6771,1505.494,13.19008,0,22.09,30.33,18,17.07,20.82,12.86,73.27,1.356,8,0,-28.864360,29.395070
2024-02-11T00:00:00,94.1,50.83,274.5784,1391.24,23.7233,0,20.09,28.13,14.36,14.46,19.73,12.15,89.9,1.895,10.31,0,-28.864360,29.395070
2024-02-12T00:00:00,96.3,53.17,187.868,1479.352,16.23161,0.508,18.4,24.74,13.98,14.45,16.86,13.04,58.22,1.284,5.97,0.01,-28.864360,29.395070
2024-02-13T00:00:00,94.1,54.5,271.5792,1177.492,23.46309,0.254,21.25,28.84,16.1,16.97,20.5,14.71,81.2,1.13,5.32,0,-28.864360,29.395070
2024-02-14T00:00:00,95.8,31.58,308.7823,1101.926,26.67755,0,24.21,34.11,16.33,17.6,21.19,13.84,106.9,0.919,4.88,0,-28.864360,29.395070
2024-02-15T00:00:00,93.8,9.73,300.3971,1082.448,25.95401,0,25.19,35.24,17.12,16.06,21.39,-1.822,104,1.051,7.59,0,-28.864360,29.395070
2024-02-16T00:00:00,88.4,24.89,289.211,1088.223,24.98783,11.94,24.65,35.52,16.58,15.5,19.62,8.11,307.4,1.609,19.09,0,-28.864360,29.395070
2024-02-17T00:00:00,96.8,20.76,347.2559,1110.834,30.00291,0.254,22.77,32.06,14.98,13.07,20.23,4.619,35.95,1.738,11.68,0,-28.864360,29.395070
2024-02-18T00:00:00,90.3,49.19,300.9742,1144.374,26.00387,0,21.6,29.18,16.1,16.42,20.71,12.19,83.9,1.388,9.37,0,-28.864360,29.395070
2024-02-19T00:00:00,95,57.56,162.3004,1355.203,14.02227,12.95,20.14,26.5,16.61,16.88,18.78,15.7,78.82,1.448,6.37,0,-28.864360,29.395070
2024-02-20T00:00:00,97.1,73.74,101.992,1218.983,8.81211,2.286,19.04,22.6,16.28,17.24,18.92,15.74,70.02,1.269,4.5,0.01,-28.864360,29.395070
2024-02-21T00:00:00,98.3,51.18,295.654,1050.111,25.54392,0,23.41,30.96,17.49,19.12,23.4,16.47,90.6,1.105,4.83,0,-28.864360,29.395070
2024-02-22T00:00:00,95.3,26.11,308.2529,1053.657,26.63305,7.366,25.28,34.65,17.6,18.28,22.28,11.72,99.6,1.06,11.02,0,-28.864360,29.395070
2024-02-23T00:00:00,94.4,57.01,250.478,1403.349,21.6403,4.572,22.57,28.67,17.57,18.36,21.7,14.84,105.9,1.249,6.05,0,-28.864360,29.395070
2024-02-24T00:00:00,97.6,47.53,228.0643,1203.97,19.70475,10.67,23.59,29.9,17.47,19.43,23.36,12.5,132.5,1.403,18.17,0,-28.864360,29.395070
2024-02-25T00:00:00,89.5,37.56,262.1514,1161.76,22.64726,0,24.47,32.93,16.67,17.3,22.18,12.81,158.8,1.121,8.2,0,-28.864360,29.395070
2024-02-26T00:00:00,92.2,32.47,311.5528,1283.091,26.91816,4.826,24.44,34.57,17.19,17.11,21.72,14.57,65.74,1.409,10.74,0.01,-28.864360,29.395070
2024-02-27T00:00:00,96.8,70.89,132.6071,907.2803,11.45685,1.524,16.07,19.18,12.92,13.72,15.68,12.39,74.89,1.886,6.53,0.01,-28.864360,29.395070
2024-02-28T00:00:00,97.6,84.3,55.31194,444.8358,4.778675,0.508,14.22,16.13,12.79,13.13,14.21,12.06,63.99,1.231,4.35,0.01,-28.864360,29.395070
2024-02-29T00:00:00,95.6,55.2,180.1428,1479.797,15.56416,0,16.25,21.87,13.08,12.89,14.59,12.09,54.49,0.876,5.38,0,-28.864360,29.395070
