# Citation link: https://doi.org/10.15493/OBS.MONITOR.39744624?referrer=observationmonitor.saeon.ac.za
# Data for hourly on Ezibomvini AWS
Timestamp,humid_rel,rad_short_in_avg,rad_short_in_tot,rain_tot,temp_air_avg,temp_dew_point_avg,wind_dir_avg,wind_speed_avg,wind_speed_max,wind_speed_min,Latitude,Longitude
,pcnt,w_per_m2,mj_per_m2,mm,deg_c,deg_c,deg,m_per_sec,m_per_sec,m_per_sec,,
2022-11-14T16:00:00,50.3,0.9099084,0.002402158,1.016,24.79,13.85,144.2,0.038,0.55,0,-28.864360,29.395070
2022-11-14T17:00:00,49.5,0.9552743,0.003438988,0,25,13.82,151.5,0.03,0.37,0,-28.864360,29.395070
2022-11-14T18:00:00,49.54,0.4338282,0.001561782,0,24.88,13.6,141.8,0.025,0.32,0,-28.864360,29.395070
2022-11-14T19:00:00,49.72,0.08948383,0.0003221418,0,24.48,13.29,NAN,0.021,0.03,0.01,-28.864360,29.395070
2022-11-14T20:00:00,49.68,0.0003404126,0.000001225485,0,23.98,12.86,NAN,0.02,0.03,0.01,-28.864360,29.395070
2022-11-14T21:00:00,49.45,0,0,0,23.44,12.32,NAN,0.02,0.03,0.01,-28.864360,29.395070
2022-11-14T22:00:00,49.18,0,0,0,22.94,11.77,NAN,0.013,0.03,0,-28.864360,29.395070
2022-11-14T23:00:00,49.16,0,0,0,22.49,11.32,NAN,0.013,0.03,0,-28.864360,29.395070
2022-11-15T00:00:00,49.24,0,0,0,22.1,10.97,NAN,0.009,0.04,0,-28.864360,29.395070
2022-11-15T01:00:00,49.23,0,0,0,21.79,10.69,23.62,0.012,0.07,0,-28.864360,29.395070
2022-11-15T02:00:00,49.31,0,0,0,21.52,10.46,359.9,0.036,0.12,0,-28.864360,29.395070
2022-11-15T03:00:00,49.38,0,0,0,21.18,10.17,5.642,0.036,0.15,0,-28.864360,29.395070
2022-11-15T04:00:00,49.55,0,0,0,20.87,9.92,357.5,0.031,0.09,0,-28.864360,29.395070
2022-11-15T05:00:00,49.76,0.000002127579,7.659284e-9,0,20.64,9.76,207.5,0.032,0.09,0,-28.864360,29.395070
2022-11-15T06:00:00,50.09,0.00001063789,3.829642e-8,0,20.51,9.72,204.5,0.029,0.09,0,-28.864360,29.395070
2022-11-15T07:00:00,50.41,0.0001063789,3.829642e-7,0,20.38,9.7,206.2,0.025,0.09,0,-28.864360,29.395070
2022-11-15T08:00:00,51.02,0.3860407,0.001389746,0,20.41,9.84,120,0.021,0.57,0,-28.864360,29.395070
2022-11-15T09:00:00,51.86,0.9776713,0.003519617,0,20.88,10.52,105.5,0.028,0.55,0,-28.864360,29.395070
2022-11-15T10:00:00,52.49,1.200999,0.004323597,0,21.42,11.24,151.7,0.033,0.62,0,-28.864360,29.395070
2023-05-10T13:00:00,40.15,276.7911,0.389445,1.778,22.7,8.1,47.25,1.272,3.58,0.03,-28.864360,29.395070
2023-05-10T14:00:00,38.72,574.295,2.067462,0,22.85,7.603,337.1,1.238,3.72,0.02,-28.864360,29.395070
2023-05-10T15:00:00,35.23,517.0212,1.861277,0,23.49,7.501,5.472,1.197,3.55,0.01,-28.864360,29.395070
2023-05-10T16:00:00,38.12,327.4867,1.178952,0,23.39,7.698,38.31,1.411,3.65,0.03,-28.864360,29.395070
2023-05-10T17:00:00,43.89,122.185,0.4397437,0,21.93,7.8,80.6,1.792,4.04,0.4,-28.864360,29.395070
2023-05-10T18:00:00,52.18,4.255689,0.01532048,0,18.86,7.714,144.7,1.095,2.23,0.16,-28.864360,29.395070
2023-05-10T19:00:00,61.29,0,0,0,17.13,8.23,138.8,0.889,2.91,0.01,-28.864360,29.395070
2023-05-10T20:00:00,72.97,0,0,0,14.46,8.5,254.5,0.586,2.98,0,-28.864360,29.395070
2023-05-10T21:00:00,76.11,0,0,0,13.37,8.76,107,0.419,1.65,0.01,-28.864360,29.395070
2023-05-10T22:00:00,75.61,0,0,0,13.74,8.96,154.3,0.44,1.28,0.01,-28.864360,29.395070
2023-05-10T23:00:00,78.23,0,0,0,12.49,8.94,183.4,0.353,0.81,0.01,-28.864360,29.395070
2023-05-11T00:00:00,83,0,0,0,11.88,8.95,159.9,0.417,0.81,0.03,-28.864360,29.395070
2023-05-11T01:00:00,86,0,0,0,11.53,8.84,148.4,0.538,1.14,0.01,-28.864360,29.395070
2023-05-11T02:00:00,82.1,0,0,0,10.84,8.64,196.6,0.811,2.24,0.01,-28.864360,29.395070
2023-05-11T03:00:00,81.1,0,0,0,11.86,7.95,144,0.653,1.63,0.02,-28.864360,29.395070
2023-05-11T04:00:00,89.1,0,0,0,10.37,7.954,174.7,0.623,1.49,0.01,-28.864360,29.395070
2023-05-11T05:00:00,91.7,0,0,0,9.94,8.18,113,0.482,1.37,0.02,-28.864360,29.395070
2023-05-11T06:00:00,91.7,0,0,0,9.09,7.861,186.7,0.657,1.94,0.01,-28.864360,29.395070
2023-05-11T07:00:00,93.7,3.82061,0.0137542,0,9.17,7.879,149.6,0.513,1.68,0.05,-28.864360,29.395070
2023-05-11T08:00:00,85.4,147.5821,0.5312956,0,10.62,8.6,220.6,0.322,0.87,0.01,-28.864360,29.395070
2023-05-11T09:00:00,64.51,353.114,1.271211,0,14.33,9.82,228.4,0.493,1.3,0.01,-28.864360,29.395070
2023-05-11T10:00:00,52.66,535.2176,1.926783,0,17.51,8.81,356.4,0.647,1.88,0,-28.864360,29.395070
2023-05-11T11:00:00,46.14,663.4913,2.388569,0,19.76,8.42,52.26,0.815,2.32,0,-28.864360,29.395070
2023-05-11T12:00:00,39.53,183.6858,0.661269,0,21.75,8.55,86.8,0.804,2.7,0.01,-28.864360,29.395070
2023-05-11T13:00:00,32.86,150.3137,0.5411293,0,23.55,7.371,268.4,1.054,3.78,0,-28.864360,29.395070
2023-05-11T14:00:00,32.47,574.1979,2.067112,0,25.1,6.832,350.4,1.222,3.87,0.02,-28.864360,29.395070
2023-05-11T15:00:00,28.2,521.1814,1.876253,0,25.6,6.727,57.22,1.127,3.35,0.01,-28.864360,29.395070
2023-05-11T16:00:00,29.45,335.2554,1.20692,0,25.75,6.203,82,1.139,3.7,0,-28.864360,29.395070
2023-05-11T17:00:00,35.13,125.0047,0.4500171,0,24.77,6.798,120.9,1.204,3.16,0.22,-28.864360,29.395070
2023-05-11T18:00:00,49.15,3.624543,0.01304836,0,20.48,7.825,152.9,0.997,2.78,0.01,-28.864360,29.395070
2023-05-11T19:00:00,55.86,0,0,0,17.86,7.774,144.7,0.559,1.77,0.02,-28.864360,29.395070
2023-05-11T20:00:00,54.74,0,0,0,16.98,7.287,136.8,0.67,1.72,0.01,-28.864360,29.395070
2023-05-11T21:00:00,60.35,0,0,0,14.85,7.564,204,0.552,1.59,0,-28.864360,29.395070
2023-05-11T22:00:00,60.29,0,0,0,15.82,7.274,157.4,0.863,1.72,0.06,-28.864360,29.395070
2023-05-11T23:00:00,61.15,0,0,0,14.42,7.378,119.2,0.527,1.61,0.01,-28.864360,29.395070
2023-05-12T00:00:00,63.78,0,0,0,13.65,7.312,217.7,0.403,1.11,0,-28.864360,29.395070
2023-05-12T01:00:00,61.23,0,0,0,14.67,7.115,108.8,0.744,1.97,0.03,-28.864360,29.395070
2023-05-12T02:00:00,64.13,0,0,0,14.29,6.959,144.1,0.451,1.27,0,-28.864360,29.395070
2023-05-12T03:00:00,64.44,0,0,0,12.9,6.871,198,0.537,1.13,0.02,-28.864360,29.395070
2023-05-12T04:00:00,65.98,0,0,0,12.17,6.761,188.1,0.448,1.71,0,-28.864360,29.395070
2023-05-12T05:00:00,61.29,0,0,0,13.25,6.677,117.9,0.571,1.6,0,-28.864360,29.395070
2023-05-12T06:00:00,63.78,0,0,0,13.24,6.381,106.2,0.848,2.09,0.01,-28.864360,29.395070
2023-05-12T07:00:00,81.9,3.766287,0.01355863,0,10.72,6.136,65.29,0.76,1.74,0.05,-28.864360,29.395070
2023-05-12T08:00:00,74.71,136.1726,0.4900851,0,10.24,6.451,210.1,0.67,1.4,0.14,-28.864360,29.395070
2023-05-12T09:00:00,62.93,340.9361,1.22737,0,13.57,7.985,240.2,0.946,2.62,0,-28.864360,29.395070
2023-05-12T10:00:00,47.18,516.842,1.860631,0,17.38,8.54,36.99,0.975,3.21,0.01,-28.864360,29.395070
2023-05-12T11:00:00,45.63,656.2319,2.362435,0,19.77,8.17,67.41,1.799,4.76,0.03,-28.864360,29.395070
2023-05-12T12:00:00,37.36,257.4424,0.9267928,0,21.36,7.954,66.65,1.671,4.37,0.01,-28.864360,29.395070
2023-05-12T13:00:00,37.85,222.0687,0.7994474,0,22.47,7.475,54.3,1.263,3.83,0.02,-28.864360,29.395070
2023-05-12T14:00:00,35.62,527.5247,1.899089,0,23.57,7.743,53.01,1.461,3.97,0.01,-28.864360,29.395070
2023-05-12T15:00:00,34.63,387.2236,1.394005,0,24.03,7.583,86.1,1.375,3.88,0.08,-28.864360,29.395070
2023-05-12T16:00:00,36.86,249.1157,0.8968167,0,23.76,7.783,112.6,1.51,3.65,0.04,-28.864360,29.395070
2023-05-12T17:00:00,43.48,104.9015,0.3776453,0,22.6,7.967,124.6,1.477,3.52,0.16,-28.864360,29.395070
2023-05-12T18:00:00,43.18,2.81608,0.01013789,0,20.29,7.485,126.4,1.722,3.85,0.55,-28.864360,29.395070
2023-05-12T19:00:00,53.91,0,0,0,18.87,6.887,108.5,1.249,3.94,0.02,-28.864360,29.395070
2023-05-12T20:00:00,62.63,0,0,0,15.83,7.828,107.8,1.22,2.81,0.22,-28.864360,29.395070
2023-05-12T21:00:00,67.32,0,0,0,14.77,8.27,182.7,0.627,1.45,0.03,-28.864360,29.395070
2023-05-12T22:00:00,75.66,0.001368033,0.000004924919,0,13.95,9.14,115.9,0.267,0.97,0,-28.864360,29.395070
2023-05-12T23:00:00,76.84,0.0002382888,8.578398e-7,0,14.28,10.07,189.2,0.424,0.94,0.04,-28.864360,29.395070
2023-05-13T00:00:00,79.77,0,0,0,14.65,10.84,204.7,0.482,1.23,0.06,-28.864360,29.395070
2023-05-13T01:00:00,83.7,0.00003829642,1.378671e-7,0,14.49,11.43,232.3,0.371,0.88,0,-28.864360,29.395070
2023-05-13T02:00:00,83.6,0,0,0,14.38,11.69,203.5,0.491,1.09,0.05,-28.864360,29.395070
2023-05-13T03:00:00,85.4,0.0001574408,5.66787e-7,0,14.6,12.11,183.2,0.429,0.93,0.06,-28.864360,29.395070
2023-05-13T04:00:00,86.6,0,0,0,14.66,12.52,113.2,0.513,1.1,0.06,-28.864360,29.395070
2023-05-13T05:00:00,88.7,0,0,0,14.53,12.56,211,0.503,1.62,0.02,-28.864360,29.395070
2023-05-13T06:00:00,91.9,0,0,0,14.29,12.8,137.3,0.488,1.22,0.05,-28.864360,29.395070
2023-05-13T07:00:00,92.6,1.738072,0.00625706,0,14.21,13.03,191.7,0.664,1.65,0.1,-28.864360,29.395070
2023-05-13T08:00:00,93.2,40.18703,0.1445929,0,14.73,13.39,144.4,0.82,2.13,0.05,-28.864360,29.395070
2023-05-13T09:00:00,86.8,100.9142,0.3632911,0,15.15,13.52,18.93,0.656,1.95,0,-28.864360,29.395070
2023-05-13T10:00:00,80.7,177.0093,0.6372334,0,15.99,13.48,78.73,1.185,3.77,0.08,-28.864360,29.395070
2023-05-13T11:00:00,75.74,287.3,1.03428,0,17.11,13.44,93.4,1.823,4.35,0.05,-28.864360,29.395070
2023-05-13T12:00:00,70.84,350.466,1.261678,0,18.68,13.47,96.8,2.117,5.71,0.11,-28.864360,29.395070
2023-05-13T13:00:00,68,251.5615,0.9056212,0,18.62,12.86,135.2,1.66,3.78,0.02,-28.864360,29.395070
2023-05-13T14:00:00,58.7,573.4071,2.064265,0,20.36,12.62,109.6,1.559,4.72,0.03,-28.864360,29.395070
2023-05-13T15:00:00,54.49,495.6832,1.78446,0,21.2,12.21,129.2,1.529,4.18,0.01,-28.864360,29.395070
2023-05-13T16:00:00,57.21,263.1615,0.9473813,0,20.93,11.56,106.8,1.711,4.47,0.16,-28.864360,29.395070
2023-05-13T17:00:00,63.38,84.44893,0.3039317,0,19.63,11.72,108,1.933,5.55,0.25,-28.864360,29.395070
2023-05-13T18:00:00,67.07,0.2071006,0.0007455623,0,18.33,11.65,120.4,1.521,5.61,0.08,-28.864360,29.395070
2023-05-13T19:00:00,78.63,0,0,0,17.27,11.36,113.3,2.504,6.43,0.05,-28.864360,29.395070
2023-05-13T20:00:00,96.8,0.0002616922,9.420918e-7,7.366,14,12.58,210.3,1.28,4.99,0.16,-28.864360,29.395070
2023-05-13T21:00:00,96.1,0,0,0,12.93,12.32,217,0.626,2.69,0.01,-28.864360,29.395070
2023-05-13T22:00:00,97.6,0,0,1.016,12.88,12.34,181.2,1.092,4.42,0.01,-28.864360,29.395070
2023-05-13T23:00:00,97,0,0,1.524,12.62,12.01,228.6,0.762,1.88,0.08,-28.864360,29.395070
2023-05-14T00:00:00,97.3,0,0,1.778,12.51,11.99,103.9,1.485,5.29,0.09,-28.864360,29.395070
2023-05-14T01:00:00,95.3,0.001161658,0.000004181969,0.508,12.46,11.98,64.2,0.801,2.64,0.06,-28.864360,29.395070
2023-05-14T02:00:00,94.1,0.0000297861,1.0723e-7,0,12.67,11.97,165.2,0.689,2.37,0.07,-28.864360,29.395070
2023-05-14T03:00:00,98.3,0,0,0,12.22,11.77,203.2,0.851,2.31,0.03,-28.864360,29.395070
2023-05-14T04:00:00,99.3,0,0,0,11.73,11.55,86.1,0.876,1.91,0.09,-28.864360,29.395070
2023-05-14T05:00:00,99,0.0003148816,0.000001133574,0,11.97,11.78,148.1,0.497,1.3,0.01,-28.864360,29.395070
2023-05-14T06:00:00,99.1,0,0,0,12.12,12.05,247.2,0.569,1.54,0.01,-28.864360,29.395070
2023-05-14T07:00:00,99.3,2.096188,0.007546278,0,11.83,11.76,247.4,0.553,1.37,0.04,-28.864360,29.395070
2023-05-14T08:00:00,95.5,53.4006,0.1922421,0,12.16,11.95,189.7,0.448,1.15,0.01,-28.864360,29.395070
2023-05-14T09:00:00,87.9,251.6951,0.9061022,0,13.73,12.36,188.7,0.643,2.2,0,-28.864360,29.395070
2023-05-14T10:00:00,75.81,498.476,1.794513,0,15.16,12.6,320.3,0.723,2.42,0.01,-28.864360,29.395070
2023-05-14T11:00:00,64.05,588.2786,2.117803,0,16.84,12.06,9.53,0.828,2.63,0.01,-28.864360,29.395070
2023-05-14T12:00:00,64.7,301.1911,1.084288,0,18.44,11.92,18.02,0.977,2.94,0,-28.864360,29.395070
2023-05-14T13:00:00,59.39,262.4128,0.9446861,0,19.45,12.11,245.4,1.466,4.01,0.06,-28.864360,29.395070
2023-05-14T14:00:00,59.84,496.9573,1.789046,0,20.66,12.46,255.2,1.369,4.21,0,-28.864360,29.395070
2023-05-14T15:00:00,61.14,146.9273,0.5289384,0,20.45,12.34,286.4,0.654,2.09,0.02,-28.864360,29.395070
2023-05-14T16:00:00,69.17,44.21387,0.1591257,0,19.28,13.12,113.8,1.218,3.6,0.02,-28.864360,29.395070
2023-05-14T17:00:00,76.24,10.67384,0.03842582,0,18.24,13.16,98.8,1.291,3.93,0.11,-28.864360,29.395070
2023-05-14T18:00:00,77.43,0,0,0,17.35,13.39,121.5,1.724,4.78,0.03,-28.864360,29.395070
2023-05-14T19:00:00,75.89,0,0,0.254,16.46,12.24,64.43,1.341,7.05,0.01,-28.864360,29.395070
2023-05-14T20:00:00,90.4,0,0,1.27,14.62,12.32,108.2,1.56,5.84,0.01,-28.864360,29.395070
2023-05-14T21:00:00,89.8,0,0,0.254,13.91,12.14,97.6,1.032,4.08,0.01,-28.864360,29.395070
2023-05-14T22:00:00,91.1,0,0,0,13.23,11.46,97.7,1.198,3.75,0.06,-28.864360,29.395070
2023-05-14T23:00:00,94,0,0,0,13.06,11.01,123.8,1.186,5.28,0.05,-28.864360,29.395070
2023-05-15T00:00:00,95.2,0,0,0,12.24,11.49,87.1,1.059,2.57,0.24,-28.864360,29.395070
2023-05-15T01:00:00,94.3,0,0,0,12.17,11.47,122.2,0.411,1.08,0.01,-28.864360,29.395070
2023-05-15T02:00:00,95.5,0,0,0,11.73,10.94,167.6,0.537,1.57,0.04,-28.864360,29.395070
2023-05-15T03:00:00,95,0,0,0,11.01,10.37,164.2,0.662,1.37,0,-28.864360,29.395070
2023-05-15T04:00:00,98.8,0,0,0,9.95,9.55,113.1,0.639,1.66,0,-28.864360,29.395070
2023-05-15T05:00:00,92.4,0,0,0,9.92,9.75,186.9,0.746,1.54,0.25,-28.864360,29.395070
2023-05-15T06:00:00,100,0.1461476,0.0005261315,0,9.55,9.4,157.2,0.594,1.49,0.1,-28.864360,29.395070
2023-05-15T07:00:00,97.1,2.759044,0.009932559,0,10.8,10.5,161.9,0.412,0.93,0.02,-28.864360,29.395070
2023-05-15T08:00:00,98.1,41.88753,0.1507113,0,11.25,10.94,25.28,0.621,1.84,0.02,-28.864360,29.395070
2023-05-15T09:00:00,93.6,105.4021,0.3792369,0,11.76,11.24,48.56,1.119,2.66,0.13,-28.864360,29.395070
2023-05-15T10:00:00,84.7,204.9461,0.7378061,0,12.79,11.24,67.62,1.155,2.78,0.04,-28.864360,29.395070
2023-05-15T11:00:00,74.29,482.6494,1.737538,0,14.5,10.97,61.88,1.106,6.27,0.03,-28.864360,29.395070
2023-05-15T12:00:00,72.73,309.9377,1.115776,0,15.35,10.59,343.8,1.205,4.51,0.03,-28.864360,29.395070
2023-05-15T13:00:00,69.33,259.9952,0.9359826,0,16.32,10.29,51.11,1.588,5.26,0.07,-28.864360,29.395070
2023-05-15T14:00:00,65.73,267.0735,0.9614645,0,15.92,10.22,86,2.19,5.48,0.11,-28.864360,29.395070
2023-05-15T15:00:00,78.68,137.5193,0.4950695,0,15.28,10.39,145.6,1.641,4.27,0.1,-28.864360,29.395070
2023-05-15T16:00:00,89.6,19.917,0.07170119,2.032,12.76,10.33,152.5,2.007,6.19,0.04,-28.864360,29.395070
2023-05-15T17:00:00,93.1,9.414003,0.03389041,3.048,11.41,10.27,142.3,1.125,5.04,0,-28.864360,29.395070
2023-05-15T18:00:00,96.3,1.484122,0.00534284,1.27,11.07,10.24,217,0.902,2.77,0.01,-28.864360,29.395070
2023-05-15T19:00:00,96.6,0,0,0.254,10.91,10.36,236.5,1.282,2.31,0.37,-28.864360,29.395070
2023-05-15T20:00:00,97.8,0,0,0,10.83,10.48,288.8,0.377,1.23,0.01,-28.864360,29.395070
2023-05-15T21:00:00,93.5,0,0,0,11.02,10.36,219.4,0.681,1.52,0,-28.864360,29.395070
2023-05-15T22:00:00,94.5,0,0,0,11.13,10.25,153.5,0.463,1.06,0.04,-28.864360,29.395070
2023-05-15T23:00:00,97.7,0,0,0,10.95,10.24,130.9,0.568,1.33,0.01,-28.864360,29.395070
2023-05-16T00:00:00,97.6,0,0,0,10.6,10.11,91.3,0.435,0.95,0,-28.864360,29.395070
2023-05-16T01:00:00,95.6,0,0,0,10.62,9.97,179.2,0.548,0.96,0.06,-28.864360,29.395070
2023-05-16T02:00:00,95.9,0,0,0,10.66,10.17,221.6,0.504,1.33,0.07,-28.864360,29.395070
2023-05-16T03:00:00,93.1,0,0,0,10.82,10.08,214.1,0.767,1.53,0.17,-28.864360,29.395070
2023-05-16T04:00:00,93,0,0,0,10.84,9.79,193.4,0.66,1.47,0.02,-28.864360,29.395070
2023-05-16T05:00:00,98.7,0,0,0,10.52,9.87,153.8,0.503,1.5,0.01,-28.864360,29.395070
2023-05-16T06:00:00,94.9,0,0,0,9.88,9.63,116.8,0.515,1.37,0,-28.864360,29.395070
2023-05-16T07:00:00,92.3,2.978861,0.0107239,0,8.85,7.72,99.2,0.534,1.39,0.02,-28.864360,29.395070
2023-05-16T08:00:00,79.29,134.6689,0.4848082,0,9.95,7.878,102.6,0.439,1.17,0.02,-28.864360,29.395070
2023-05-16T09:00:00,95.1,331.1831,1.192259,0,11.86,9.43,57.32,1.236,4.14,0.02,-28.864360,29.395070
2023-05-16T10:00:00,87.6,518.9762,1.868314,0,12.1,10.74,92.6,2.228,4.45,0.1,-28.864360,29.395070
2023-05-16T11:00:00,78.68,643.6465,2.317127,0,13.76,11.04,70.84,1.7,4.14,0.04,-28.864360,29.395070
2023-05-16T12:00:00,75.92,256.9953,0.9238982,0,15.45,11.06,60.07,1.126,3.52,0.02,-28.864360,29.395070
2023-05-16T13:00:00,59.45,215.771,0.7759126,0,17.52,11.02,47.1,1.019,3.4,0.01,-28.864360,29.395070
2023-05-16T14:00:00,52.07,535.3967,1.927428,0,19.1,10.48,20.27,1.223,4.07,0.02,-28.864360,29.395070
2023-05-16T15:00:00,52.93,491.7561,1.770322,0,20.11,10.42,135.1,1.367,4.27,0.01,-28.864360,29.395070
2023-05-16T16:00:00,53.23,306.4402,1.103185,0,20.25,10.61,93.7,1.767,4.12,0.08,-28.864360,29.395070
2023-05-16T17:00:00,61.9,95.05096,0.3421835,0,18.98,10.34,115.8,1.493,3.54,0.27,-28.864360,29.395070
2023-05-16T18:00:00,61.71,2.875106,0.01035038,0,17.11,10.12,130.1,1.197,2.84,0.35,-28.864360,29.395070
2023-05-16T19:00:00,65.74,0,0,0,15.66,9,118.5,1.04,2.94,0.15,-28.864360,29.395070
2023-05-16T20:00:00,77.62,0,0,0,13.55,9.13,184.1,0.659,2.13,0.01,-28.864360,29.395070
2023-05-16T21:00:00,77.05,0,0,0,12.48,8.91,181.3,0.537,1.44,0.04,-28.864360,29.395070
2023-05-16T22:00:00,77.06,0,0,0,12.04,8.67,167.1,0.429,1.09,0.02,-28.864360,29.395070
2023-05-16T23:00:00,75.51,0,0,0,11.85,8.45,165.2,0.505,1.03,0,-28.864360,29.395070
2023-05-17T00:00:00,76.16,0,0,0,12.07,8.3,167.6,0.616,1.36,0.05,-28.864360,29.395070
2023-05-17T01:00:00,84.2,0,0,0,11.57,8.11,171.4,0.492,1.51,0.01,-28.864360,29.395070
2023-05-17T02:00:00,88.4,0,0,0,10.15,7.843,195.2,0.464,1.4,0.01,-28.864360,29.395070
2023-05-17T03:00:00,92.5,0,0,0,9.22,7.42,94.4,0.548,1.45,0.01,-28.864360,29.395070
2023-05-17T04:00:00,83.6,0,0,0,9.53,7.557,154.1,0.632,1.66,0.01,-28.864360,29.395070
2023-05-17T05:00:00,92,0,0,0,9.76,7.32,201.6,0.633,1.48,0.02,-28.864360,29.395070
2023-05-17T06:00:00,94.9,0,0,0,7.914,6.618,154.4,0.721,1.55,0.05,-28.864360,29.395070
2023-05-17T07:00:00,95.2,3.040821,0.01094695,0,7.72,6.777,175.7,0.697,1.92,0.02,-28.864360,29.395070
2023-05-17T08:00:00,84.6,138.2251,0.4976103,0,8.68,7.286,175.7,0.866,2.38,0.03,-28.864360,29.395070
2023-05-17T09:00:00,71.57,334.7347,1.205045,0,12.24,9.38,231.9,0.89,2.22,0,-28.864360,29.395070
2023-05-17T10:00:00,67.09,510.2818,1.837015,0,15.34,10.05,333,0.907,2.76,0.01,-28.864360,29.395070
2023-05-17T11:00:00,58.01,638.7241,2.299407,0,17.49,9.56,26.61,1.072,3.31,0.01,-28.864360,29.395070
2023-05-17T12:00:00,36.01,261.9898,0.9431633,0,19.44,8.23,22.13,1.432,4.23,0.01,-28.864360,29.395070
2023-05-17T13:00:00,28.02,217.34,0.7824242,0,20.88,4.107,141.5,1.173,3.07,0.02,-28.864360,29.395070
2023-05-17T14:00:00,29.42,536.2071,1.930345,0,22.13,3.401,45.09,1.207,3.65,0.01,-28.864360,29.395070
2023-05-17T15:00:00,31,499.0803,1.796689,0,22.61,4.179,92.9,1.402,4,0.03,-28.864360,29.395070
2023-05-17T16:00:00,31.98,305.5804,1.10009,0,22.42,4.7,100.9,1.545,3.97,0.03,-28.864360,29.395070
2023-05-17T17:00:00,38.82,108.133,0.3890625,0,21.36,5.235,113.5,1.299,3,0.16,-28.864360,29.395070
2023-05-17T18:00:00,50.51,1.756886,0.006324791,0,16.93,5.848,124.6,0.883,1.92,0.04,-28.864360,29.395070
2023-05-17T19:00:00,55.26,0,0,0,14.95,5.897,124.2,0.51,1.3,0.01,-28.864360,29.395070
2023-05-17T20:00:00,75.38,0,0,0,14.9,5.861,143.2,1.11,2.85,0.03,-28.864360,29.395070
2023-05-17T21:00:00,58.87,0,0,0,11.82,6.134,157.9,0.745,1.9,0.02,-28.864360,29.395070
2023-05-17T22:00:00,59.6,0,0,0,12.62,5.952,189.5,0.803,2.25,0.01,-28.864360,29.395070
2023-05-17T23:00:00,61.8,0,0,0,13.22,5.8,163.5,0.426,1.62,0.01,-28.864360,29.395070
2023-05-18T00:00:00,63.56,0,0,0,11.95,5.729,135.5,0.688,1.73,0.01,-28.864360,29.395070
2023-05-18T01:00:00,77.27,0,0,0,11.11,6.114,198.2,0.81,2.56,0.05,-28.864360,29.395070
2023-05-18T02:00:00,76.81,0,0,0,9.57,5.917,185.1,0.821,2.69,0.03,-28.864360,29.395070
2023-05-18T03:00:00,77.11,0,0,0,11.5,5.813,166.1,1.083,2.21,0.01,-28.864360,29.395070
2023-05-18T04:00:00,76.71,0.00006808252,2.450971e-7,0,8.66,5.507,135.7,1.188,4.72,0.02,-28.864360,29.395070
2023-05-18T05:00:00,61.6,0,0,0,11.17,5.083,182,0.931,2.15,0.03,-28.864360,29.395070
2023-05-18T06:00:00,80.7,0,0,0,8.79,4.96,164.7,0.581,1.79,0.01,-28.864360,29.395070
2023-05-18T07:00:00,73.09,2.210667,0.007958401,0,8.83,5.562,178.3,0.7,1.52,0.02,-28.864360,29.395070
2023-05-18T08:00:00,71.12,98.49717,0.3545898,0,9.32,6.079,96.3,0.652,3.15,0.03,-28.864360,29.395070
2023-05-18T09:00:00,69.81,283.5048,1.020617,0,13.56,7.621,44.75,0.868,2.54,0,-28.864360,29.395070
2023-05-18T10:00:00,54.09,456.0132,1.641647,0,15.64,7.554,80.1,1.249,3.78,0.01,-28.864360,29.395070
2023-05-18T11:00:00,54.74,532.5841,1.917303,0,16.93,7.445,68.28,1.411,3.86,0.05,-28.864360,29.395070
2023-05-18T12:00:00,48.21,292.3618,1.052503,0,18.26,8.25,47.55,1.195,3.81,0.02,-28.864360,29.395070
2023-05-18T13:00:00,48.22,179.3009,0.6454831,0,20.47,9.27,61.37,1.213,3.54,0.01,-28.864360,29.395070
2023-05-18T14:00:00,44.5,459.1093,1.652794,0,21.91,9.26,97.1,1.799,4.42,0.05,-28.864360,29.395070
2023-05-18T15:00:00,40.63,279.2245,1.005208,0,21.39,9.23,131.5,2.469,5.48,0.14,-28.864360,29.395070
2023-05-18T16:00:00,51.26,188.3391,0.678021,0,21.63,9.18,139.8,2.179,5.67,0.29,-28.864360,29.395070
2023-05-18T17:00:00,58.77,18.22599,0.06561357,0,18.68,9.76,170,2.155,6.18,0.07,-28.864360,29.395070
2023-05-18T18:00:00,65.37,0.1319886,0.000475159,0,16.9,9.18,312.4,1.593,5.28,0.02,-28.864360,29.395070
2023-05-18T19:00:00,59.12,0,0,0,15.45,9.27,162.6,2.494,6.86,0.18,-28.864360,29.395070
2023-05-18T20:00:00,74.75,0,0,0,13.93,9.3,132.9,0.826,4.17,0,-28.864360,29.395070
2023-05-18T21:00:00,82.4,0,0,0,13.34,9.88,121.1,0.886,2.64,0.03,-28.864360,29.395070
2023-05-18T22:00:00,82.8,0,0,0,12.85,10.13,77.98,1.275,3.59,0.04,-28.864360,29.395070
2023-05-18T23:00:00,86.1,0,0,0,12.99,10.3,79.18,0.868,3.11,0.01,-28.864360,29.395070
2023-05-19T00:00:00,89.6,0.000008510315,3.063714e-8,0,12.54,10.57,101.1,0.935,3,0.03,-28.864360,29.395070
2023-05-19T01:00:00,94.9,0.0285287,0.0001027033,30.48,11.4,10.41,150,2.302,7.85,0.12,-28.864360,29.395070
